MaNV,NgayThang,PhongBan,ChucDanh,Cluster,TargetNghiViec
7813,2025-01-01,Information Technology,System Administrator,1,1
7816,2025-01-01,Information Technology,QA Engineer,1,0
7817,2025-01-01,Marketing,Marketing Executive,1,0
7824,2025-01-01,Finance,Accountant,1,0
7828,2025-01-01,Finance,Internal Auditor,2,0
7831,2025-01-01,Human Resources,C&B Specialist,3,0
7834,2025-01-01,Operations,Operations Manager,0,1
7836,2025-01-01,Information Technology,QA Engineer,1,0
7837,2025-01-01,Finance,Accountant,0,0
7840,2025-01-01,Marketing,Content Specialist,0,0
7842,2025-01-01,Finance,Internal Auditor,1,0
7845,2025-01-01,Marketing,Content Specialist,2,0
7847,2025-01-01,Sales,Sales Executive,0,1
7850,2025-01-01,Human Resources,Recruiter,1,0
7852,2025-01-01,Human Resources,HR Executive,1,0
7854,2025-01-01,Marketing,Content Specialist,1,0
7856,2025-01-01,Operations,Procurement Specialist,3,0
7857,2025-01-01,Sales,Sales Executive,0,1
7858,2025-01-01,Finance,Financial Analyst,1,0
7861,2025-01-01,Human Resources,HR Executive,0,1
7862,2025-01-01,Finance,Accountant,0,0
7867,2025-01-01,Operations,Warehouse Supervisor,2,0
7868,2025-01-01,Finance,Internal Auditor,1,1
7869,2025-01-01,Information Technology,System Administrator,0,1
7871,2025-01-01,Information Technology,Software Engineer,0,0
7872,2025-01-01,Sales,Sales Representative,1,0
7873,2025-01-01,Finance,Accountant,0,0
7874,2025-01-01,Human Resources,HR Executive,2,0
7876,2025-01-01,Human Resources,C&B Specialist,1,0
7878,2025-01-01,Operations,Operations Executive,3,1
7879,2025-01-01,Finance,Financial Analyst,0,0
7882,2025-01-01,Sales,Sales Supervisor,1,0
7885,2025-01-01,Sales,Account Manager,0,0
7886,2025-01-01,Operations,Operations Executive,1,0
7890,2025-01-01,Sales,Sales Supervisor,1,1
7898,2025-01-01,Human Resources,C&B Specialist,1,0
7899,2025-01-01,Information Technology,QA Engineer,0,1
7900,2025-01-01,Human Resources,C&B Specialist,2,0
7901,2025-01-01,Marketing,Marketing Executive,2,0
7907,2025-01-01,Marketing,Marketing Manager,1,0
7908,2025-01-01,Sales,Sales Representative,1,1
7912,2025-01-01,Sales,Sales Representative,1,0
7913,2025-01-01,Information Technology,Data Analyst,1,0
7914,2025-01-01,Sales,Sales Representative,1,0
7915,2025-01-01,Finance,Financial Analyst,1,0
7916,2025-01-01,Sales,Sales Representative,1,0
7918,2025-01-01,Information Technology,QA Engineer,1,0
7919,2025-01-01,Operations,Warehouse Supervisor,1,0
7920,2025-01-01,Operations,Warehouse Supervisor,1,0
7923,2025-01-01,Information Technology,IT Support,1,0
7924,2025-01-01,Finance,Accountant,3,1
7925,2025-01-01,Sales,Sales Supervisor,2,0
7927,2025-01-01,Operations,Operations Manager,1,0
7929,2025-01-01,Sales,Sales Representative,0,0
7931,2025-01-01,Finance,Finance Manager,1,0
7933,2025-01-01,Information Technology,Software Engineer,1,0
7939,2025-01-01,Marketing,Marketing Manager,1,0
7944,2025-01-01,Human Resources,C&B Specialist,2,1
7945,2025-01-01,Human Resources,C&B Specialist,1,0
7947,2025-01-01,Marketing,Content Specialist,2,0
7948,2025-01-01,Marketing,Marketing Executive,0,0
7953,2025-01-01,Human Resources,Recruiter,1,0
7954,2025-01-01,Human Resources,HR Executive,1,0
7956,2025-01-01,Finance,Internal Auditor,1,0
7958,2025-01-01,Finance,Finance Manager,0,0
7960,2025-01-01,Operations,Warehouse Supervisor,2,0
7961,2025-01-01,Human Resources,Recruiter,1,0
7963,2025-01-01,Finance,Accountant,3,0
7964,2025-01-01,Operations,Warehouse Supervisor,1,1
7967,2025-01-01,Information Technology,Data Analyst,1,1
7969,2025-01-01,Operations,Warehouse Supervisor,0,1
7970,2025-01-01,Human Resources,HR Manager,1,1
7974,2025-01-01,Finance,Accountant,0,0
7975,2025-01-01,Human Resources,HR Manager,1,0
7977,2025-01-01,Operations,Operations Manager,1,1
7978,2025-01-01,Information Technology,Data Analyst,0,0
7980,2025-01-01,Information Technology,QA Engineer,1,0
7984,2025-01-01,Human Resources,C&B Specialist,1,1
7988,2025-01-01,Sales,Account Manager,2,0
7990,2025-01-01,Operations,Procurement Specialist,2,0
7991,2025-01-01,Information Technology,IT Support,2,1
7994,2025-01-01,Human Resources,HR Manager,1,0
7995,2025-01-01,Finance,Accountant,0,0
7997,2025-01-01,Marketing,Content Specialist,0,0
7999,2025-01-01,Sales,Sales Executive,2,0
8000,2025-01-01,Finance,Finance Manager,1,0
8004,2025-01-01,Operations,Procurement Specialist,3,0
8007,2025-01-01,Sales,Sales Executive,2,0
8008,2025-01-01,Sales,Sales Executive,2,0
8009,2025-01-01,Sales,Sales Executive,1,1
8011,2025-01-01,Sales,Sales Representative,0,0
8013,2025-01-01,Sales,Sales Executive,3,0
8015,2025-01-01,Human Resources,Recruiter,1,0
8017,2025-01-01,Sales,Sales Executive,1,0
8019,2025-01-01,Operations,Operations Manager,1,1
8020,2025-01-01,Operations,Warehouse Supervisor,1,0
8026,2025-01-01,Sales,Sales Executive,2,0
8028,2025-01-01,Human Resources,Recruiter,3,0
8029,2025-01-01,Information Technology,IT Support,1,0
8032,2025-01-01,Sales,Sales Supervisor,3,0
8033,2025-01-01,Information Technology,System Administrator,1,1
8037,2025-01-01,Human Resources,HR Executive,2,0
8038,2025-01-01,Information Technology,QA Engineer,2,0
8047,2025-01-01,Marketing,Marketing Manager,2,0
8048,2025-01-01,Finance,Finance Manager,0,0
8052,2025-01-01,Operations,Procurement Specialist,2,0
8059,2025-01-01,Sales,Sales Executive,1,0
8060,2025-01-01,Human Resources,Recruiter,1,0
8062,2025-01-01,Operations,Operations Executive,1,0
8065,2025-01-01,Operations,Operations Manager,1,0
8067,2025-01-01,Human Resources,HR Executive,2,0
8069,2025-01-01,Sales,Sales Executive,1,0
8073,2025-01-01,Human Resources,C&B Specialist,1,0
8074,2025-01-01,Operations,Warehouse Supervisor,0,1
8077,2025-01-01,Operations,Warehouse Supervisor,1,0
8079,2025-01-01,Sales,Account Manager,0,0
8081,2025-01-01,Sales,Account Manager,1,0
8082,2025-01-01,Information Technology,Data Analyst,1,0
8089,2025-01-01,Finance,Internal Auditor,2,0
8093,2025-01-01,Human Resources,Recruiter,0,0
8094,2025-01-01,Information Technology,QA Engineer,1,0
8096,2025-01-01,Operations,Operations Manager,2,0
8098,2025-01-01,Information Technology,IT Support,0,0
8101,2025-01-01,Information Technology,Software Engineer,2,0
8104,2025-01-01,Operations,Operations Executive,1,0
8105,2025-01-01,Finance,Accountant,1,0
8107,2025-01-01,Marketing,Marketing Manager,1,0
8109,2025-01-01,Information Technology,Data Analyst,1,0
8110,2025-01-01,Operations,Operations Executive,1,1
8113,2025-01-01,Information Technology,System Administrator,1,1
8116,2025-01-01,Human Resources,HR Manager,1,0
8117,2025-01-01,Operations,Operations Manager,0,0
8119,2025-01-01,Marketing,Content Specialist,0,0
8121,2025-01-01,Finance,Accountant,1,0
8123,2025-01-01,Finance,Internal Auditor,1,0
8125,2025-01-01,Human Resources,HR Manager,1,0
8126,2025-01-01,Information Technology,Data Analyst,0,0
8129,2025-01-01,Marketing,Marketing Manager,2,0
8130,2025-01-01,Human Resources,HR Executive,1,0
8131,2025-01-01,Sales,Sales Supervisor,1,0
8136,2025-01-01,Sales,Sales Supervisor,0,0
8138,2025-01-01,Marketing,Marketing Executive,0,0
8139,2025-01-01,Operations,Warehouse Supervisor,1,0
8141,2025-01-01,Finance,Accountant,1,0
8147,2025-01-01,Human Resources,Recruiter,0,1
8149,2025-01-01,Marketing,Marketing Manager,1,1
8151,2025-01-01,Information Technology,Software Engineer,1,0
8155,2025-01-01,Human Resources,C&B Specialist,0,0
8158,2025-01-01,Finance,Financial Analyst,0,0
8159,2025-01-01,Information Technology,Software Engineer,0,0
8160,2025-01-01,Information Technology,System Administrator,1,1
8163,2025-01-01,Finance,Financial Analyst,2,1
8165,2025-01-01,Sales,Sales Supervisor,2,0
8167,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8170,2025-01-01,Human Resources,HR Executive,1,0
8171,2025-01-01,Information Technology,Software Engineer,1,0
8172,2025-01-01,Human Resources,C&B Specialist,0,0
8173,2025-01-01,Sales,Sales Executive,1,0
8178,2025-01-01,Operations,Operations Executive,1,0
8179,2025-01-01,Sales,Sales Executive,1,1
8180,2025-01-01,Information Technology,IT Support,2,0
8181,2025-01-01,Information Technology,QA Engineer,1,1
8183,2025-01-01,Sales,Sales Supervisor,1,1
8185,2025-01-01,Sales,Sales Representative,2,0
8187,2025-01-01,Marketing,Content Specialist,1,0
8188,2025-01-01,Sales,Sales Executive,1,1
8189,2025-01-01,Human Resources,C&B Specialist,1,0
8191,2025-01-01,Sales,Sales Executive,3,0
8192,2025-01-01,Finance,Finance Manager,0,0
8194,2025-01-01,Sales,Sales Supervisor,0,0
8198,2025-01-01,Information Technology,Software Engineer,2,0
8199,2025-01-01,Information Technology,Data Analyst,2,0
8206,2025-01-01,Sales,Sales Executive,0,0
8207,2025-01-01,Human Resources,HR Executive,2,0
8209,2025-01-01,Human Resources,C&B Specialist,3,0
8211,2025-01-01,Sales,Sales Representative,2,0
8214,2025-01-01,Finance,Accountant,1,0
8220,2025-01-01,Human Resources,C&B Specialist,1,0
8224,2025-01-01,Information Technology,Data Analyst,0,0
8228,2025-01-01,Finance,Financial Analyst,2,0
8235,2025-01-01,Sales,Sales Executive,0,0
8237,2025-01-01,Sales,Sales Representative,1,0
8239,2025-01-01,Sales,Sales Executive,1,0
8240,2025-01-01,Marketing,Marketing Manager,1,0
8241,2025-01-01,Marketing,Content Specialist,1,0
8242,2025-01-01,Information Technology,Software Engineer,1,0
8243,2025-01-01,Information Technology,IT Support,2,0
8249,2025-01-01,Sales,Sales Representative,2,0
8250,2025-01-01,Operations,Operations Manager,0,0
8259,2025-01-01,Information Technology,QA Engineer,1,0
8263,2025-01-01,Sales,Sales Executive,3,0
8264,2025-01-01,Sales,Account Manager,1,0
8268,2025-01-01,Human Resources,C&B Specialist,0,0
8271,2025-01-01,Human Resources,Recruiter,0,0
8272,2025-01-01,Sales,Account Manager,0,0
8273,2025-01-01,Marketing,Marketing Executive,1,0
8280,2025-01-01,Finance,Financial Analyst,1,0
8281,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8282,2025-01-01,Information Technology,Software Engineer,1,0
8284,2025-01-01,Human Resources,HR Manager,1,0
8285,2025-01-01,Information Technology,IT Support,3,0
8286,2025-01-01,Finance,Finance Manager,0,0
8287,2025-01-01,Finance,Accountant,0,0
8288,2025-01-01,Operations,Procurement Specialist,3,0
8290,2025-01-01,Finance,Finance Manager,1,0
8292,2025-01-01,Human Resources,HR Executive,1,0
8295,2025-01-01,Human Resources,C&B Specialist,0,1
8300,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8308,2025-01-01,Information Technology,System Administrator,1,0
8310,2025-01-01,Finance,Finance Manager,3,0
8314,2025-01-01,Sales,Sales Representative,3,1
8319,2025-01-01,Information Technology,Software Engineer,3,0
8321,2025-01-01,Sales,Sales Representative,1,0
8323,2025-01-01,Human Resources,HR Manager,1,0
8324,2025-01-01,Sales,Sales Supervisor,2,1
8328,2025-01-01,Marketing,Marketing Manager,1,0
8331,2025-01-01,Sales,Sales Representative,0,0
8333,2025-01-01,Operations,Procurement Specialist,1,0
8334,2025-01-01,Operations,Procurement Specialist,1,1
8335,2025-01-01,Information Technology,Data Analyst,3,0
8338,2025-01-01,Operations,Operations Executive,1,0
8346,2025-01-01,Information Technology,Software Engineer,2,0
8347,2025-01-01,Operations,Operations Manager,1,0
8348,2025-01-01,Sales,Sales Supervisor,1,0
8352,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8354,2025-01-01,Information Technology,Software Engineer,1,0
8355,2025-01-01,Marketing,Marketing Manager,1,0
8358,2025-01-01,Operations,Operations Manager,2,1
8360,2025-01-01,Sales,Sales Representative,0,0
8361,2025-01-01,Marketing,Content Specialist,1,0
8363,2025-01-01,Human Resources,HR Manager,1,0
8365,2025-01-01,Finance,Finance Manager,2,0
8367,2025-01-01,Sales,Sales Executive,1,0
8368,2025-01-01,Operations,Procurement Specialist,1,0
8370,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8372,2025-01-01,Sales,Sales Supervisor,2,0
8373,2025-01-01,Human Resources,Recruiter,0,0
8385,2025-01-01,Marketing,Marketing Manager,1,0
8387,2025-01-01,Human Resources,HR Executive,3,0
8388,2025-01-01,Finance,Finance Manager,0,0
8389,2025-01-01,Sales,Sales Supervisor,2,1
8391,2025-01-01,Finance,Internal Auditor,2,0
8392,2025-01-01,Operations,Operations Manager,1,0
8393,2025-01-01,Human Resources,C&B Specialist,1,0
8396,2025-01-01,Marketing,Marketing Executive,1,0
8397,2025-01-01,Operations,Operations Executive,1,0
8399,2025-01-01,Human Resources,HR Executive,1,0
8407,2025-01-01,Marketing,Content Specialist,1,0
8408,2025-01-01,Marketing,Marketing Executive,1,1
8413,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8414,2025-01-01,Sales,Sales Executive,2,1
8415,2025-01-01,Information Technology,System Administrator,1,0
8416,2025-01-01,Marketing,Marketing Manager,2,0
8418,2025-01-01,Finance,Accountant,3,0
8419,2025-01-01,Finance,Internal Auditor,0,0
8420,2025-01-01,Operations,Warehouse Supervisor,2,0
8423,2025-01-01,Information Technology,IT Support,1,1
8426,2025-01-01,Human Resources,Recruiter,1,0
8427,2025-01-01,Operations,Warehouse Supervisor,2,0
8429,2025-01-01,Marketing,Marketing Executive,0,0
8430,2025-01-01,Marketing,Content Specialist,1,0
8431,2025-01-01,Marketing,Marketing Manager,1,0
8436,2025-01-01,Human Resources,Recruiter,1,0
8438,2025-01-01,Sales,Sales Executive,2,0
8442,2025-01-01,Sales,Sales Executive,1,0
8443,2025-01-01,Information Technology,IT Support,0,0
8444,2025-01-01,Marketing,Marketing Executive,0,0
8446,2025-01-01,Human Resources,HR Executive,1,0
8447,2025-01-01,Marketing,Digital Marketing Specialist,1,1
8450,2025-01-01,Marketing,Content Specialist,1,0
8457,2025-01-01,Marketing,Marketing Executive,1,1
8460,2025-01-01,Sales,Sales Supervisor,0,0
8461,2025-01-01,Marketing,Marketing Executive,1,0
8463,2025-01-01,Information Technology,Software Engineer,1,0
8466,2025-01-01,Operations,Operations Manager,1,0
8467,2025-01-01,Operations,Operations Manager,2,0
8470,2025-01-01,Human Resources,Recruiter,1,0
8472,2025-01-01,Marketing,Marketing Executive,2,0
8473,2025-01-01,Marketing,Content Specialist,1,0
8474,2025-01-01,Operations,Operations Executive,2,0
8480,2025-01-01,Operations,Procurement Specialist,0,0
8481,2025-01-01,Sales,Sales Executive,1,0
8483,2025-01-01,Human Resources,C&B Specialist,1,0
8488,2025-01-01,Marketing,Marketing Manager,2,1
8490,2025-01-01,Operations,Procurement Specialist,1,1
8494,2025-01-01,Operations,Procurement Specialist,2,0
8495,2025-01-01,Marketing,Content Specialist,0,0
8498,2025-01-01,Finance,Accountant,2,0
8499,2025-01-01,Marketing,Marketing Manager,1,0
8500,2025-01-01,Operations,Operations Manager,1,0
8501,2025-01-01,Human Resources,Recruiter,1,0
8506,2025-01-01,Operations,Operations Executive,1,0
8508,2025-01-01,Marketing,Content Specialist,1,1
8509,2025-01-01,Human Resources,HR Manager,1,0
8511,2025-01-01,Information Technology,Software Engineer,1,0
8512,2025-01-01,Information Technology,QA Engineer,2,1
8514,2025-01-01,Operations,Procurement Specialist,1,0
8515,2025-01-01,Sales,Sales Executive,0,0
8516,2025-01-01,Human Resources,HR Executive,0,0
8517,2025-01-01,Operations,Operations Manager,1,1
8518,2025-01-01,Human Resources,HR Executive,1,0
8519,2025-01-01,Finance,Financial Analyst,1,0
8520,2025-01-01,Operations,Operations Manager,0,1
8523,2025-01-01,Sales,Sales Representative,2,0
8524,2025-01-01,Marketing,Marketing Manager,1,0
8526,2025-01-01,Marketing,Marketing Manager,0,0
8528,2025-01-01,Sales,Sales Supervisor,0,0
8533,2025-01-01,Finance,Financial Analyst,1,0
8535,2025-01-01,Sales,Account Manager,1,0
8541,2025-01-01,Operations,Operations Manager,1,1
8543,2025-01-01,Sales,Sales Representative,0,0
8546,2025-01-01,Finance,Internal Auditor,1,0
8547,2025-01-01,Sales,Sales Representative,0,0
8551,2025-01-01,Operations,Operations Executive,2,0
8553,2025-01-01,Finance,Finance Manager,1,0
8554,2025-01-01,Finance,Accountant,1,0
8555,2025-01-01,Operations,Warehouse Supervisor,1,0
8556,2025-01-01,Finance,Accountant,1,0
8557,2025-01-01,Marketing,Content Specialist,1,1
8558,2025-01-01,Sales,Sales Supervisor,0,0
8561,2025-01-01,Information Technology,QA Engineer,0,0
8562,2025-01-01,Human Resources,C&B Specialist,0,0
8563,2025-01-01,Finance,Finance Manager,0,0
8567,2025-01-01,Information Technology,QA Engineer,1,0
8568,2025-01-01,Sales,Account Manager,1,0
8573,2025-01-01,Operations,Warehouse Supervisor,0,0
8579,2025-01-01,Sales,Sales Executive,0,1
8583,2025-01-01,Human Resources,HR Executive,0,0
8584,2025-01-01,Marketing,Digital Marketing Specialist,0,0
8587,2025-01-01,Finance,Internal Auditor,1,0
8592,2025-01-01,Human Resources,Recruiter,2,0
8593,2025-01-01,Human Resources,Recruiter,0,0
8600,2025-01-01,Finance,Internal Auditor,3,0
8603,2025-01-01,Information Technology,System Administrator,1,0
8609,2025-01-01,Finance,Finance Manager,1,0
8613,2025-01-01,Finance,Accountant,0,0
8614,2025-01-01,Operations,Operations Executive,1,0
8620,2025-01-01,Finance,Internal Auditor,1,0
8625,2025-01-01,Marketing,Content Specialist,1,0
8626,2025-01-01,Marketing,Content Specialist,0,0
8627,2025-01-01,Marketing,Content Specialist,2,0
8631,2025-01-01,Human Resources,Recruiter,1,0
8633,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8634,2025-01-01,Information Technology,IT Support,1,0
8635,2025-01-01,Marketing,Marketing Executive,1,0
8636,2025-01-01,Marketing,Digital Marketing Specialist,1,0
8637,2025-01-01,Sales,Account Manager,3,0
8638,2025-01-01,Operations,Operations Executive,2,0
8639,2025-01-01,Marketing,Content Specialist,3,0
8645,2025-01-01,Sales,Sales Supervisor,1,0
8647,2025-01-01,Marketing,Marketing Executive,0,0
8648,2025-01-01,Human Resources,C&B Specialist,1,0
8650,2025-01-01,Information Technology,Data Analyst,1,0
8651,2025-01-01,Marketing,Marketing Executive,0,0
8657,2025-01-01,Sales,Sales Representative,1,0
8658,2025-01-01,Sales,Sales Supervisor,1,0
8659,2025-01-01,Finance,Financial Analyst,1,0
8660,2025-01-01,Operations,Procurement Specialist,3,0
8662,2025-01-01,Sales,Sales Supervisor,2,0
8665,2025-01-01,Finance,Internal Auditor,1,0
8667,2025-01-01,Human Resources,HR Manager,2,1
8671,2025-01-01,Sales,Sales Representative,1,0
8672,2025-01-01,Sales,Sales Executive,3,0
8678,2025-01-01,Finance,Financial Analyst,3,0
8684,2025-01-01,Finance,Internal Auditor,1,0
8685,2025-01-01,Marketing,Marketing Manager,1,0
8686,2025-01-01,Information Technology,IT Support,1,0
8688,2025-01-01,Operations,Operations Executive,1,1
8693,2025-01-01,Information Technology,Data Analyst,1,1
8695,2025-01-01,Finance,Internal Auditor,0,1
8696,2025-01-01,Finance,Finance Manager,3,0
8697,2025-01-01,Sales,Account Manager,1,0
8698,2025-01-01,Marketing,Marketing Manager,0,0
8699,2025-01-01,Information Technology,IT Support,3,0
8700,2025-01-01,Sales,Account Manager,2,1
8703,2025-01-01,Operations,Operations Manager,2,0
8705,2025-01-01,Information Technology,Software Engineer,0,0
8706,2025-01-01,Finance,Financial Analyst,1,0
8708,2025-01-01,Information Technology,Data Analyst,1,0
8709,2025-01-01,Marketing,Digital Marketing Specialist,2,0
8717,2025-01-01,Information Technology,System Administrator,1,1
8718,2025-01-01,Operations,Warehouse Supervisor,2,0
8719,2025-01-01,Sales,Sales Representative,0,0
8720,2025-01-01,Information Technology,QA Engineer,1,1
8721,2025-01-01,Sales,Sales Executive,3,1
8725,2025-01-01,Finance,Financial Analyst,2,0
8731,2025-01-01,Human Resources,HR Executive,0,0
8734,2025-01-01,Marketing,Content Specialist,1,0
8739,2025-01-01,Operations,Operations Manager,1,0
8741,2025-01-01,Sales,Account Manager,0,0
8743,2025-01-01,Information Technology,System Administrator,1,0
8754,2025-01-01,Finance,Accountant,1,0
8758,2025-01-01,Human Resources,Recruiter,1,0
8759,2025-01-01,Operations,Operations Executive,1,0
8760,2025-01-01,Human Resources,Recruiter,1,0
8763,2025-01-01,Marketing,Marketing Manager,1,0
8766,2025-01-01,Human Resources,C&B Specialist,3,0
8768,2025-01-01,Human Resources,HR Manager,1,0
8769,2025-01-01,Operations,Operations Manager,1,0
8771,2025-01-01,Sales,Sales Representative,1,0
8774,2025-01-01,Sales,Sales Supervisor,1,0
8775,2025-01-01,Operations,Warehouse Supervisor,1,0
8776,2025-01-01,Marketing,Marketing Executive,2,0
8777,2025-01-01,Information Technology,Data Analyst,2,1
8778,2025-01-01,Sales,Sales Supervisor,1,1
8779,2025-01-01,Human Resources,HR Executive,2,0
8780,2025-01-01,Information Technology,QA Engineer,1,0
8781,2025-01-01,Human Resources,C&B Specialist,1,0
8782,2025-01-01,Human Resources,HR Executive,1,0
8783,2025-01-01,Sales,Sales Representative,0,0
8784,2025-01-01,Operations,Procurement Specialist,0,0
8786,2025-01-01,Marketing,Digital Marketing Specialist,0,0
8787,2025-01-01,Human Resources,HR Manager,1,0
8789,2025-01-01,Finance,Accountant,1,0
8790,2025-01-01,Finance,Financial Analyst,1,0
8792,2025-01-01,Information Technology,Software Engineer,1,0
8796,2025-01-01,Human Resources,C&B Specialist,2,0
8798,2025-01-01,Marketing,Marketing Executive,1,0
8801,2025-01-01,Information Technology,QA Engineer,1,1
8803,2025-01-01,Sales,Account Manager,0,0
8811,2025-01-01,Information Technology,System Administrator,2,0
8813,2025-01-01,Human Resources,C&B Specialist,1,0
8818,2025-01-01,Information Technology,QA Engineer,1,0
8820,2025-01-01,Operations,Warehouse Supervisor,0,0
8821,2025-01-01,Operations,Operations Executive,2,0
8822,2025-01-01,Finance,Internal Auditor,1,0
8823,2025-01-01,Information Technology,Data Analyst,1,0
8824,2025-01-01,Operations,Warehouse Supervisor,0,0
8825,2025-01-01,Information Technology,Software Engineer,1,0
8827,2025-01-01,Sales,Sales Supervisor,2,0
8828,2025-01-01,Operations,Procurement Specialist,1,1
8829,2025-01-01,Information Technology,System Administrator,0,0
8831,2025-01-01,Finance,Finance Manager,1,0
8838,2025-01-01,Human Resources,Recruiter,1,0
8841,2025-01-01,Information Technology,System Administrator,1,0
8843,2025-01-01,Sales,Sales Supervisor,0,0
8845,2025-01-01,Operations,Operations Manager,0,0
8848,2025-01-01,Information Technology,QA Engineer,2,0
8850,2025-01-01,Sales,Sales Executive,1,0
8854,2025-01-01,Sales,Sales Executive,1,0
8856,2025-01-01,Human Resources,HR Manager,1,0
8857,2025-01-01,Finance,Financial Analyst,2,0
8858,2025-01-01,Sales,Sales Supervisor,1,0
8860,2025-01-01,Sales,Account Manager,1,0
8864,2025-01-01,Marketing,Digital Marketing Specialist,3,0
8866,2025-01-01,Information Technology,Data Analyst,2,0
8868,2025-01-01,Information Technology,Software Engineer,1,0
8873,2025-01-01,Operations,Warehouse Supervisor,1,0
8874,2025-01-01,Information Technology,Data Analyst,2,0
8875,2025-01-01,Marketing,Marketing Manager,2,0
8877,2025-01-01,Information Technology,System Administrator,3,0
8878,2025-01-01,Information Technology,Data Analyst,1,0
8882,2025-01-01,Human Resources,Recruiter,1,0
8883,2025-01-01,Finance,Finance Manager,3,1
8887,2025-01-01,Sales,Sales Supervisor,1,0
8890,2025-01-01,Information Technology,Software Engineer,1,0
8893,2025-01-01,Finance,Finance Manager,1,0
8899,2025-01-01,Marketing,Digital Marketing Specialist,2,0
8900,2025-01-01,Human Resources,HR Executive,3,0
8907,2025-01-01,Operations,Warehouse Supervisor,2,0
8910,2025-01-01,Finance,Internal Auditor,1,0
8911,2025-01-01,Operations,Operations Executive,1,0
8912,2025-01-01,Operations,Operations Manager,1,0
8914,2025-01-01,Sales,Sales Representative,2,0
8915,2025-01-01,Sales,Account Manager,1,0
8916,2025-01-01,Finance,Financial Analyst,1,0
8917,2025-01-01,Sales,Sales Executive,1,0
8920,2025-01-01,Marketing,Content Specialist,1,0
8922,2025-01-01,Marketing,Content Specialist,1,0
8923,2025-01-01,Human Resources,Recruiter,0,0
8927,2025-01-01,Finance,Internal Auditor,1,0
8928,2025-01-01,Sales,Account Manager,1,0
8929,2025-01-01,Human Resources,HR Executive,3,0
8934,2025-01-01,Marketing,Content Specialist,3,0
8938,2025-01-01,Marketing,Content Specialist,1,0
8939,2025-01-01,Human Resources,HR Executive,2,0
8944,2025-01-01,Marketing,Content Specialist,1,0
8945,2025-01-01,Human Resources,HR Manager,0,0
8947,2025-01-01,Operations,Warehouse Supervisor,1,0
8948,2025-01-01,Information Technology,Software Engineer,1,1
8949,2025-01-01,Marketing,Content Specialist,1,0
8952,2025-01-01,Human Resources,HR Manager,2,0
8953,2025-01-01,Operations,Operations Manager,1,0
8954,2025-01-01,Sales,Sales Supervisor,1,0
8957,2025-01-01,Information Technology,Software Engineer,1,0
8959,2025-01-01,Human Resources,C&B Specialist,0,0
8960,2025-01-01,Information Technology,Data Analyst,1,0
8962,2025-01-01,Sales,Sales Supervisor,3,1
8964,2025-01-01,Sales,Account Manager,1,0
8965,2025-01-01,Sales,Account Manager,0,0
8967,2025-01-01,Sales,Sales Representative,1,0
8975,2025-01-01,Human Resources,HR Executive,1,0
8978,2025-01-01,Operations,Operations Manager,1,0
8980,2025-01-01,Marketing,Marketing Executive,0,0
8981,2025-01-01,Human Resources,HR Manager,0,0
8982,2025-01-01,Information Technology,System Administrator,1,0
8983,2025-01-01,Finance,Internal Auditor,1,0
8984,2025-01-01,Operations,Operations Executive,1,0
8985,2025-01-01,Operations,Operations Executive,1,0
8986,2025-01-01,Human Resources,HR Manager,1,1
8990,2025-01-01,Marketing,Marketing Executive,0,0
8991,2025-01-01,Marketing,Marketing Manager,1,0
8992,2025-01-01,Marketing,Content Specialist,2,0
8993,2025-01-01,Marketing,Content Specialist,0,0
8995,2025-01-01,Finance,Financial Analyst,1,0
8997,2025-01-01,Marketing,Marketing Executive,0,0
8998,2025-01-01,Sales,Account Manager,1,0
9001,2025-01-01,Sales,Sales Supervisor,1,0
9004,2025-01-01,Finance,Accountant,0,0
9005,2025-01-01,Information Technology,Software Engineer,1,0
9007,2025-01-01,Finance,Financial Analyst,2,0
9009,2025-01-01,Information Technology,Data Analyst,3,0
9016,2025-01-01,Sales,Account Manager,0,0
9017,2025-01-01,Information Technology,Software Engineer,1,0
9018,2025-01-01,Sales,Account Manager,3,0
9020,2025-01-01,Operations,Operations Executive,0,0
9023,2025-01-01,Sales,Sales Supervisor,2,0
9025,2025-01-01,Operations,Operations Executive,3,0
9026,2025-01-01,Finance,Finance Manager,0,0
9032,2025-01-01,Information Technology,QA Engineer,1,1
9033,2025-01-01,Finance,Internal Auditor,2,0
9034,2025-01-01,Human Resources,HR Executive,3,0
9036,2025-01-01,Information Technology,IT Support,1,0
9037,2025-01-01,Finance,Finance Manager,1,0
9040,2025-01-01,Finance,Financial Analyst,1,0
9043,2025-01-01,Marketing,Content Specialist,1,0
9045,2025-01-01,Finance,Financial Analyst,0,0
9047,2025-01-01,Marketing,Digital Marketing Specialist,1,0
9050,2025-01-01,Human Resources,HR Manager,0,1
9053,2025-01-01,Finance,Finance Manager,2,0
9054,2025-01-01,Human Resources,C&B Specialist,1,0
9055,2025-01-01,Marketing,Content Specialist,2,1
9059,2025-01-01,Marketing,Marketing Manager,1,0
