MaNV,NgayThang,Nam,PhongBan,ChucDanh,CapBacCongViec,Tuoi,KhoangCachTuNha,SoLuongDuAn,SoGioTrungBinhThang,LamThemGio,DiemDanhGiaHieuSuat,DiemHaiLongCongViec,DiemHaiLongMoiTruong,ThuNhapThang,SoNamTaiCongTy,SoNamTuLanThangChucCuoi,DuocThangChucNamTruoc,ThucTeNghiViec,XacSuatNghiViec,DiemNguyCo,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,LaRuiRoCao,XepHangNguyCo,PhanViNguyCo,MoHinh,PhienBanMoHinh
9176,2025-01-01,2025,Operations,Procurement Specialist,2,39,21,3,242,True,3,4,3,14563000,2,0,True,0,0.23645054095938559,23.65,1,0.16908819344089202,Cao,3,1,766,82.74,Random Forest,RF_2025_V1
9177,2025-01-01,2025,Operations,Operations Executive,1,38,16,1,201,True,3,1,1,9370000,1,1,False,0,0.27462307405931285,27.46,1,0.16908819344089202,Cao,3,1,467,89.48,Random Forest,RF_2025_V1
9179,2025-01-01,2025,Marketing,Digital Marketing Specialist,2,38,19,4,172,False,4,3,4,18019000,7,5,False,0,0.06377076468804245,6.38,0,0.16908819344089202,Thấp,1,0,4191,5.44,Random Forest,RF_2025_V1
9180,2025-01-01,2025,Human Resources,Recruiter,2,29,27,4,179,False,3,1,4,16636000,1,1,False,0,0.113401798449067,11.34,0,0.16908819344089202,Trung bình,2,0,2642,40.4,Random Forest,RF_2025_V1
9184,2025-01-01,2025,Information Technology,IT Support,1,39,21,2,165,False,3,4,4,16408000,11,11,False,0,0.07848616341997557,7.85,0,0.16908819344089202,Thấp,1,0,3688,16.79,Random Forest,RF_2025_V1
9185,2025-01-01,2025,Information Technology,System Administrator,1,37,15,2,182,False,3,4,2,13921000,10,10,False,0,0.11274701924025407,11.27,0,0.16908819344089202,Trung bình,2,0,2666,39.86,Random Forest,RF_2025_V1
9191,2025-01-01,2025,Finance,Internal Auditor,3,48,7,2,158,False,3,2,4,25133000,3,1,False,0,0.10092778304820081,10.09,0,0.16908819344089202,Trung bình,2,0,2976,32.86,Random Forest,RF_2025_V1
9193,2025-01-01,2025,Marketing,Marketing Executive,1,44,22,1,156,True,2,3,4,16270000,10,10,False,0,0.14739027835948873,14.74,0,0.16908819344089202,Trung bình,2,0,1842,58.45,Random Forest,RF_2025_V1
9194,2025-01-01,2025,Information Technology,System Administrator,1,27,8,8,264,False,2,2,1,11199000,4,4,False,1,0.32619837174067845,32.62,1,0.16908819344089202,Cao,3,1,229,94.85,Random Forest,RF_2025_V1
9201,2025-01-01,2025,Sales,Sales Supervisor,1,38,39,4,233,True,4,3,3,9132000,1,1,False,0,0.18663493347873672,18.66,1,0.16908819344089202,Cao,3,1,1260,71.59,Random Forest,RF_2025_V1
9205,2025-01-01,2025,Human Resources,C&B Specialist,2,39,32,8,206,False,2,4,3,17649000,5,5,False,1,0.09390081310205622,9.39,0,0.16908819344089202,Thấp,1,0,3140,29.16,Random Forest,RF_2025_V1
9206,2025-01-01,2025,Information Technology,QA Engineer,2,40,20,6,198,False,5,2,4,20475000,2,2,False,0,0.14250591683522695,14.25,0,0.16908819344089202,Trung bình,2,0,1923,56.62,Random Forest,RF_2025_V1
9208,2025-01-01,2025,Human Resources,HR Executive,4,34,31,5,177,False,3,4,4,41517000,8,3,False,0,0.05790571862086536,5.79,0,0.16908819344089202,Thấp,1,0,4340,2.08,Random Forest,RF_2025_V1
9209,2025-01-01,2025,Finance,Financial Analyst,4,34,33,4,196,False,3,3,1,43975000,13,1,False,0,0.09146518977335721,9.15,0,0.16908819344089202,Thấp,1,0,3215,27.47,Random Forest,RF_2025_V1
9210,2025-01-01,2025,Marketing,Marketing Executive,2,27,21,3,198,False,3,4,3,15583000,1,1,False,0,0.07802618395524988,7.8,0,0.16908819344089202,Thấp,1,0,3710,16.29,Random Forest,RF_2025_V1
9215,2025-01-01,2025,Sales,Sales Representative,2,49,37,4,171,False,5,4,3,19247000,4,4,False,0,0.07448687488545601,7.45,0,0.16908819344089202,Thấp,1,0,3840,13.36,Random Forest,RF_2025_V1
9217,2025-01-01,2025,Marketing,Marketing Manager,2,44,14,4,214,False,5,4,4,28127000,8,8,False,0,0.06833870270150826,6.83,0,0.16908819344089202,Thấp,1,0,4050,8.62,Random Forest,RF_2025_V1
9218,2025-01-01,2025,Finance,Financial Analyst,4,36,12,1,143,False,2,3,2,61554000,4,4,False,0,0.10899036525761119,10.9,0,0.16908819344089202,Trung bình,2,0,2777,37.35,Random Forest,RF_2025_V1
9219,2025-01-01,2025,Information Technology,Data Analyst,2,50,40,6,192,False,4,1,3,27228000,9,9,False,0,0.14953204981116466,14.95,0,0.16908819344089202,Trung bình,2,0,1805,59.29,Random Forest,RF_2025_V1
9221,2025-01-01,2025,Information Technology,Data Analyst,4,50,18,3,189,False,5,4,4,35000000,1,0,True,0,0.07676929336705371,7.68,0,0.16908819344089202,Thấp,1,0,3755,15.28,Random Forest,RF_2025_V1
9223,2025-01-01,2025,Human Resources,HR Manager,2,41,18,6,247,True,4,3,2,16796000,9,0,True,0,0.3365461716061327,33.65,1,0.16908819344089202,Cao,3,1,195,95.62,Random Forest,RF_2025_V1
9227,2025-01-01,2025,Sales,Sales Supervisor,2,40,30,2,199,False,3,3,4,19291000,11,3,False,0,0.06856286545903889,6.86,0,0.16908819344089202,Thấp,1,0,4041,8.82,Random Forest,RF_2025_V1
9228,2025-01-01,2025,Operations,Warehouse Supervisor,4,47,4,5,234,True,4,4,4,35417000,14,0,True,0,0.231086921877067,23.11,1,0.16908819344089202,Cao,3,1,820,81.52,Random Forest,RF_2025_V1
9229,2025-01-01,2025,Finance,Finance Manager,2,31,29,4,182,False,2,3,1,16367000,10,5,False,0,0.12045518148519048,12.05,0,0.16908819344089202,Trung bình,2,0,2458,44.55,Random Forest,RF_2025_V1
9231,2025-01-01,2025,Human Resources,C&B Specialist,2,54,9,3,201,True,4,1,4,28277000,8,8,False,0,0.27658356419269103,27.66,1,0.16908819344089202,Cao,3,1,453,89.8,Random Forest,RF_2025_V1
9233,2025-01-01,2025,Sales,Sales Executive,2,50,3,4,211,True,4,4,2,16176000,4,4,False,0,0.20774065890394047,20.77,1,0.16908819344089202,Cao,3,1,1060,76.1,Random Forest,RF_2025_V1
9234,2025-01-01,2025,Marketing,Marketing Manager,3,41,24,3,160,False,4,4,3,36130000,1,1,False,0,0.06830370593949638,6.83,0,0.16908819344089202,Thấp,1,0,4051,8.6,Random Forest,RF_2025_V1
9236,2025-01-01,2025,Operations,Warehouse Supervisor,2,34,10,5,208,False,3,3,2,27605000,12,12,False,0,0.14403760331180493,14.4,0,0.16908819344089202,Trung bình,2,0,1892,57.32,Random Forest,RF_2025_V1
9237,2025-01-01,2025,Sales,Sales Representative,2,44,30,1,205,True,4,3,3,13780000,5,2,False,0,0.12402838948211524,12.4,0,0.16908819344089202,Trung bình,2,0,2359,46.78,Random Forest,RF_2025_V1
9239,2025-01-01,2025,Human Resources,C&B Specialist,3,32,24,8,227,True,4,4,1,26828000,1,1,False,0,0.31419308261746354,31.42,1,0.16908819344089202,Cao,3,1,277,93.77,Random Forest,RF_2025_V1
9240,2025-01-01,2025,Sales,Sales Supervisor,3,40,20,4,191,True,3,2,2,31337000,1,1,False,0,0.25845497061382244,25.85,1,0.16908819344089202,Cao,3,1,591,86.68,Random Forest,RF_2025_V1
9241,2025-01-01,2025,Marketing,Digital Marketing Specialist,3,39,12,4,220,True,3,4,3,20586000,12,0,True,0,0.21044020062089636,21.04,1,0.16908819344089202,Cao,3,1,1026,76.87,Random Forest,RF_2025_V1
9244,2025-01-01,2025,Finance,Finance Manager,4,29,37,4,197,True,5,4,4,43444000,1,1,False,0,0.12430290887949454,12.43,0,0.16908819344089202,Trung bình,2,0,2353,46.92,Random Forest,RF_2025_V1
9249,2025-01-01,2025,Marketing,Content Specialist,1,31,33,1,176,False,4,4,2,8859000,3,3,False,0,0.07192903700514831,7.19,0,0.16908819344089202,Thấp,1,0,3929,11.35,Random Forest,RF_2025_V1
9250,2025-01-01,2025,Finance,Financial Analyst,5,43,21,3,172,False,4,4,3,61389000,3,2,False,0,0.07281497854234228,7.28,0,0.16908819344089202,Thấp,1,0,3904,11.92,Random Forest,RF_2025_V1
9254,2025-01-01,2025,Operations,Operations Manager,1,30,15,3,205,False,3,2,4,10298000,5,5,False,0,0.15007368936855342,15.01,0,0.16908819344089202,Trung bình,2,0,1789,59.65,Random Forest,RF_2025_V1
9255,2025-01-01,2025,Operations,Warehouse Supervisor,3,28,27,4,204,False,2,3,3,35861000,7,5,False,0,0.09268663348007987,9.27,0,0.16908819344089202,Thấp,1,0,3169,28.5,Random Forest,RF_2025_V1
9257,2025-01-01,2025,Operations,Procurement Specialist,2,25,32,7,225,True,2,3,4,20738000,2,2,False,0,0.2678133914090869,26.78,1,0.16908819344089202,Cao,3,1,516,88.38,Random Forest,RF_2025_V1
9259,2025-01-01,2025,Operations,Operations Executive,3,52,25,1,163,False,2,2,3,20000000,2,0,True,0,0.1218771318045362,12.19,0,0.16908819344089202,Trung bình,2,0,2416,45.5,Random Forest,RF_2025_V1
9260,2025-01-01,2025,Operations,Operations Executive,3,28,37,6,227,False,3,4,2,27304000,2,2,False,0,0.18101314128559673,18.1,1,0.16908819344089202,Cao,3,1,1321,70.21,Random Forest,RF_2025_V1
9266,2025-01-01,2025,Sales,Sales Supervisor,4,51,11,4,209,False,3,1,2,74036000,11,11,False,1,0.19719649870294548,19.72,1,0.16908819344089202,Cao,3,1,1163,73.78,Random Forest,RF_2025_V1
9267,2025-01-01,2025,Marketing,Content Specialist,1,27,13,5,175,False,4,1,2,13463000,6,6,False,0,0.1789453372177614,17.89,1,0.16908819344089202,Cao,3,1,1348,69.6,Random Forest,RF_2025_V1
9269,2025-01-01,2025,Human Resources,Recruiter,2,32,38,4,193,True,3,2,1,18944000,8,0,True,1,0.2959582125978422,29.6,1,0.16908819344089202,Cao,3,1,350,92.12,Random Forest,RF_2025_V1
9273,2025-01-01,2025,Human Resources,Recruiter,2,34,26,5,264,True,3,2,4,29511000,10,10,False,1,0.37134700648001057,37.13,1,0.16908819344089202,Cao,3,1,104,97.68,Random Forest,RF_2025_V1
9277,2025-01-01,2025,Finance,Internal Auditor,2,45,14,8,246,True,5,4,3,15637000,4,3,False,0,0.2783855919002284,27.84,1,0.16908819344089202,Cao,3,1,441,90.07,Random Forest,RF_2025_V1
9281,2025-01-01,2025,Marketing,Marketing Executive,4,26,40,1,176,True,1,3,3,52754000,6,6,False,0,0.13873584477673764,13.87,0,0.16908819344089202,Trung bình,2,0,2014,54.57,Random Forest,RF_2025_V1
9283,2025-01-01,2025,Sales,Account Manager,5,29,28,3,193,True,3,4,4,62924000,7,2,False,0,0.11279122238456883,11.28,0,0.16908819344089202,Trung bình,2,0,2663,39.92,Random Forest,RF_2025_V1
9285,2025-01-01,2025,Marketing,Marketing Executive,3,44,32,3,168,False,3,3,2,30621000,1,1,False,0,0.08955518194484849,8.96,0,0.16908819344089202,Thấp,1,0,3281,25.98,Random Forest,RF_2025_V1
9290,2025-01-01,2025,Human Resources,HR Manager,1,52,21,2,217,True,3,3,3,10511000,5,5,False,0,0.17135285995805374,17.14,1,0.16908819344089202,Cao,3,1,1457,67.14,Random Forest,RF_2025_V1
9291,2025-01-01,2025,Marketing,Marketing Manager,1,41,36,4,216,True,3,1,3,7313000,1,1,False,1,0.23021414951669905,23.02,1,0.16908819344089202,Cao,3,1,829,81.31,Random Forest,RF_2025_V1
9292,2025-01-01,2025,Sales,Account Manager,4,47,7,5,226,True,2,4,1,46881000,15,4,False,0,0.3140145575830472,31.4,1,0.16908819344089202,Cao,3,1,279,93.73,Random Forest,RF_2025_V1
9293,2025-01-01,2025,Human Resources,HR Executive,2,49,18,4,149,False,3,3,3,20660000,10,10,False,0,0.07463856524618849,7.46,0,0.16908819344089202,Thấp,1,0,3835,13.47,Random Forest,RF_2025_V1
9302,2025-01-01,2025,Sales,Sales Executive,3,27,12,3,236,True,4,3,4,57985000,7,7,False,1,0.23023145036308107,23.02,1,0.16908819344089202,Cao,3,1,828,81.34,Random Forest,RF_2025_V1
9303,2025-01-01,2025,Information Technology,IT Support,2,52,17,2,170,False,3,1,3,16850000,10,1,False,0,0.11913706855792071,11.91,0,0.16908819344089202,Trung bình,2,0,2495,43.71,Random Forest,RF_2025_V1
9307,2025-01-01,2025,Finance,Finance Manager,3,36,21,3,233,True,3,3,1,26997000,12,0,True,0,0.31846953297723046,31.85,1,0.16908819344089202,Cao,3,1,257,94.22,Random Forest,RF_2025_V1
9311,2025-01-01,2025,Marketing,Digital Marketing Specialist,2,45,30,1,182,True,3,3,4,23927000,4,4,False,0,0.15188703588583777,15.19,0,0.16908819344089202,Trung bình,2,0,1753,60.46,Random Forest,RF_2025_V1
9315,2025-01-01,2025,Marketing,Content Specialist,1,37,38,3,174,False,3,3,3,17199000,11,11,False,0,0.06373590228958505,6.37,0,0.16908819344089202,Thấp,1,0,4194,5.37,Random Forest,RF_2025_V1
9316,2025-01-01,2025,Operations,Procurement Specialist,2,39,20,3,186,False,3,3,3,17629000,10,5,False,0,0.0839411149548729,8.39,0,0.16908819344089202,Thấp,1,0,3464,21.85,Random Forest,RF_2025_V1
9322,2025-01-01,2025,Operations,Procurement Specialist,2,31,36,3,197,False,3,4,3,22598000,4,4,False,0,0.08072037169896738,8.07,0,0.16908819344089202,Thấp,1,0,3586,19.09,Random Forest,RF_2025_V1
9323,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,31,18,3,194,False,4,4,1,13409000,2,2,False,0,0.07568989113734668,7.57,0,0.16908819344089202,Thấp,1,0,3796,14.35,Random Forest,RF_2025_V1
9324,2025-01-01,2025,Information Technology,System Administrator,3,25,12,4,210,False,3,1,4,28575000,4,4,False,0,0.14712629635167015,14.71,0,0.16908819344089202,Trung bình,2,0,1847,58.34,Random Forest,RF_2025_V1
9325,2025-01-01,2025,Marketing,Marketing Executive,4,36,22,3,185,False,5,4,3,42538000,3,1,False,0,0.06158798569930333,6.16,0,0.16908819344089202,Thấp,1,0,4253,4.04,Random Forest,RF_2025_V1
9326,2025-01-01,2025,Human Resources,Recruiter,3,33,26,1,168,False,2,1,4,24741000,5,3,False,0,0.10645565907842226,10.65,0,0.16908819344089202,Trung bình,2,0,2855,35.59,Random Forest,RF_2025_V1
9327,2025-01-01,2025,Operations,Procurement Specialist,2,53,12,4,222,True,2,3,4,15050000,10,0,True,0,0.21623832698555362,21.62,1,0.16908819344089202,Cao,3,1,962,78.31,Random Forest,RF_2025_V1
9328,2025-01-01,2025,Sales,Sales Supervisor,1,49,17,4,169,True,2,4,2,10374000,1,1,False,1,0.16557375280098047,16.56,0,0.16908819344089202,Trung bình,2,0,1537,65.34,Random Forest,RF_2025_V1
9329,2025-01-01,2025,Operations,Procurement Specialist,2,51,31,3,203,True,4,4,2,22505000,12,12,False,1,0.23704975779997725,23.7,1,0.16908819344089202,Cao,3,1,762,82.83,Random Forest,RF_2025_V1
9331,2025-01-01,2025,Information Technology,IT Support,3,36,11,1,182,False,3,3,4,33623000,9,3,False,0,0.060079969966222155,6.01,0,0.16908819344089202,Thấp,1,0,4296,3.07,Random Forest,RF_2025_V1
9333,2025-01-01,2025,Information Technology,QA Engineer,3,45,40,2,208,False,3,4,3,48096000,11,11,False,0,0.08001814017397535,8.0,0,0.16908819344089202,Thấp,1,0,3619,18.35,Random Forest,RF_2025_V1
9338,2025-01-01,2025,Operations,Procurement Specialist,3,31,27,4,217,True,4,4,4,29830000,9,1,False,0,0.13603661435067552,13.6,0,0.16908819344089202,Trung bình,2,0,2087,52.92,Random Forest,RF_2025_V1
9340,2025-01-01,2025,Human Resources,HR Manager,2,47,19,4,186,False,4,4,4,15610000,3,2,False,0,0.05848241362933121,5.85,0,0.16908819344089202,Thấp,1,0,4328,2.35,Random Forest,RF_2025_V1
9341,2025-01-01,2025,Operations,Operations Executive,3,55,38,3,191,False,3,3,4,42599000,14,14,False,0,0.10826690171218056,10.83,0,0.16908819344089202,Trung bình,2,0,2801,36.81,Random Forest,RF_2025_V1
9342,2025-01-01,2025,Information Technology,Software Engineer,3,51,20,2,168,False,3,4,4,22763000,7,2,False,0,0.05984924556359507,5.98,0,0.16908819344089202,Thấp,1,0,4302,2.93,Random Forest,RF_2025_V1
9346,2025-01-01,2025,Marketing,Marketing Executive,4,45,10,7,192,False,3,3,3,58002000,2,2,False,0,0.07235668448036149,7.24,0,0.16908819344089202,Thấp,1,0,3917,11.62,Random Forest,RF_2025_V1
9347,2025-01-01,2025,Finance,Accountant,3,29,35,4,186,False,4,3,3,23961000,2,2,False,0,0.06521623577561553,6.52,0,0.16908819344089202,Thấp,1,0,4142,6.54,Random Forest,RF_2025_V1
9350,2025-01-01,2025,Finance,Internal Auditor,1,44,7,2,198,True,4,4,4,11010000,2,2,False,0,0.13253462835562602,13.25,0,0.16908819344089202,Trung bình,2,0,2179,50.85,Random Forest,RF_2025_V1
9352,2025-01-01,2025,Sales,Sales Executive,3,39,6,1,181,True,3,4,2,49716000,11,11,False,1,0.21895337135697446,21.9,1,0.16908819344089202,Cao,3,1,932,78.99,Random Forest,RF_2025_V1
9355,2025-01-01,2025,Sales,Account Manager,1,34,28,6,193,False,4,2,4,10262000,2,2,False,0,0.12534021678044213,12.53,0,0.16908819344089202,Trung bình,2,0,2327,47.51,Random Forest,RF_2025_V1
9356,2025-01-01,2025,Information Technology,Data Analyst,1,30,8,3,175,False,4,4,3,13340000,3,3,False,0,0.06046497798289612,6.05,0,0.16908819344089202,Thấp,1,0,4288,3.25,Random Forest,RF_2025_V1
9357,2025-01-01,2025,Information Technology,Software Engineer,2,26,21,6,182,False,4,4,3,15774000,4,4,False,0,0.10311707624214961,10.31,0,0.16908819344089202,Trung bình,2,0,2917,34.19,Random Forest,RF_2025_V1
9359,2025-01-01,2025,Marketing,Marketing Executive,1,52,20,5,208,False,4,4,3,9211000,2,2,False,0,0.05989661597588814,5.99,0,0.16908819344089202,Thấp,1,0,4301,2.96,Random Forest,RF_2025_V1
9360,2025-01-01,2025,Operations,Operations Executive,2,35,27,3,205,False,3,2,1,19679000,9,6,False,0,0.18513611171526748,18.51,1,0.16908819344089202,Cao,3,1,1282,71.09,Random Forest,RF_2025_V1
9361,2025-01-01,2025,Operations,Warehouse Supervisor,2,55,22,4,195,False,3,4,3,30135000,12,12,False,0,0.10515050932196472,10.52,0,0.16908819344089202,Trung bình,2,0,2877,35.09,Random Forest,RF_2025_V1
9363,2025-01-01,2025,Information Technology,Software Engineer,2,32,26,5,247,True,4,4,2,28830000,8,8,False,0,0.34954799188980834,34.95,1,0.16908819344089202,Cao,3,1,155,96.52,Random Forest,RF_2025_V1
9364,2025-01-01,2025,Finance,Financial Analyst,1,25,39,6,229,False,3,3,3,12874000,3,3,False,0,0.12750861818112,12.75,0,0.16908819344089202,Trung bình,2,0,2290,48.34,Random Forest,RF_2025_V1
9366,2025-01-01,2025,Human Resources,HR Manager,3,52,22,5,243,True,3,3,3,37381000,3,3,False,1,0.21643499320995796,21.64,1,0.16908819344089202,Cao,3,1,958,78.4,Random Forest,RF_2025_V1
9367,2025-01-01,2025,Operations,Procurement Specialist,1,36,31,5,191,False,4,2,3,16730000,13,13,False,0,0.14674998896944685,14.67,0,0.16908819344089202,Trung bình,2,0,1851,58.25,Random Forest,RF_2025_V1
9368,2025-01-01,2025,Information Technology,System Administrator,1,37,20,3,194,False,3,4,1,15191000,15,15,False,0,0.13196805774058043,13.2,0,0.16908819344089202,Trung bình,2,0,2197,50.44,Random Forest,RF_2025_V1
9369,2025-01-01,2025,Finance,Accountant,2,25,38,1,204,True,3,3,4,15658000,1,1,False,0,0.13794159798732444,13.79,0,0.16908819344089202,Trung bình,2,0,2034,54.12,Random Forest,RF_2025_V1
9373,2025-01-01,2025,Marketing,Marketing Executive,1,27,15,1,159,False,5,3,2,12497000,4,4,False,0,0.11413972331352139,11.41,0,0.16908819344089202,Trung bình,2,0,2621,40.87,Random Forest,RF_2025_V1
9381,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,31,1,1,189,True,4,4,2,13237000,8,8,False,0,0.23540066285459707,23.54,1,0.16908819344089202,Cao,3,1,773,82.58,Random Forest,RF_2025_V1
9383,2025-01-01,2025,Human Resources,Recruiter,2,27,18,2,179,False,4,1,4,24006000,5,5,False,0,0.13163475436389974,13.16,0,0.16908819344089202,Trung bình,2,0,2206,50.24,Random Forest,RF_2025_V1
9387,2025-01-01,2025,Marketing,Marketing Manager,4,32,23,4,170,False,3,3,4,41034000,6,3,False,0,0.05421304118591904,5.42,0,0.16908819344089202,Thấp,1,0,4405,0.61,Random Forest,RF_2025_V1
9389,2025-01-01,2025,Operations,Warehouse Supervisor,3,46,31,5,177,False,3,4,4,35625000,9,9,False,0,0.090625225922313,9.06,0,0.16908819344089202,Thấp,1,0,3246,26.77,Random Forest,RF_2025_V1
9391,2025-01-01,2025,Information Technology,QA Engineer,1,52,33,2,191,False,3,4,1,17638000,13,13,False,0,0.11369349807307354,11.37,0,0.16908819344089202,Trung bình,2,0,2633,40.6,Random Forest,RF_2025_V1
9394,2025-01-01,2025,Finance,Financial Analyst,1,53,23,2,175,True,2,3,2,9718000,4,4,False,0,0.19256732997005274,19.26,1,0.16908819344089202,Cao,3,1,1204,72.85,Random Forest,RF_2025_V1
9395,2025-01-01,2025,Operations,Warehouse Supervisor,1,32,31,3,231,True,3,2,3,13003000,1,1,False,1,0.3475483157511463,34.75,1,0.16908819344089202,Cao,3,1,163,96.34,Random Forest,RF_2025_V1
9396,2025-01-01,2025,Information Technology,Data Analyst,3,55,37,4,190,False,5,4,3,23475000,5,2,False,0,0.07377648684197746,7.38,0,0.16908819344089202,Thấp,1,0,3875,12.57,Random Forest,RF_2025_V1
9398,2025-01-01,2025,Operations,Operations Manager,2,25,14,5,230,True,3,4,4,19613000,5,5,False,0,0.25610929084940853,25.61,1,0.16908819344089202,Cao,3,1,601,86.46,Random Forest,RF_2025_V1
9400,2025-01-01,2025,Marketing,Marketing Executive,2,26,9,4,182,False,2,1,4,19437000,2,2,False,0,0.09020716404261975,9.02,0,0.16908819344089202,Thấp,1,0,3263,26.38,Random Forest,RF_2025_V1
9403,2025-01-01,2025,Marketing,Marketing Executive,2,34,14,4,252,True,4,2,1,23450000,11,4,False,1,0.44531462377409553,44.53,1,0.16908819344089202,Cao,3,1,13,99.73,Random Forest,RF_2025_V1
9404,2025-01-01,2025,Human Resources,HR Manager,4,36,36,2,172,True,4,3,1,35000000,8,0,True,0,0.17651223377488884,17.65,1,0.16908819344089202,Cao,3,1,1389,68.68,Random Forest,RF_2025_V1
9406,2025-01-01,2025,Human Resources,Recruiter,1,35,2,3,151,False,4,2,4,13495000,3,3,False,1,0.09639125809282408,9.64,0,0.16908819344089202,Thấp,1,0,3077,30.58,Random Forest,RF_2025_V1
9408,2025-01-01,2025,Sales,Sales Executive,5,40,36,5,183,False,4,1,4,55000000,12,0,True,0,0.12401995204297092,12.4,0,0.16908819344089202,Trung bình,2,0,2361,46.74,Random Forest,RF_2025_V1
9409,2025-01-01,2025,Information Technology,Data Analyst,1,41,28,4,213,False,4,2,1,12740000,1,1,False,0,0.1613483853421429,16.13,0,0.16908819344089202,Trung bình,2,0,1596,64.0,Random Forest,RF_2025_V1
9412,2025-01-01,2025,Information Technology,Data Analyst,3,28,20,5,198,False,2,2,3,33203000,1,1,False,1,0.12756700562265416,12.76,0,0.16908819344089202,Trung bình,2,0,2288,48.39,Random Forest,RF_2025_V1
9413,2025-01-01,2025,Human Resources,HR Executive,3,47,36,5,215,True,4,2,2,34126000,1,1,False,0,0.29064959138247976,29.06,1,0.16908819344089202,Cao,3,1,371,91.65,Random Forest,RF_2025_V1
9414,2025-01-01,2025,Marketing,Content Specialist,3,40,6,3,195,False,3,4,2,48695000,6,6,False,0,0.09019796643824399,9.02,0,0.16908819344089202,Thấp,1,0,3264,26.36,Random Forest,RF_2025_V1
9415,2025-01-01,2025,Finance,Internal Auditor,3,55,4,5,224,True,5,3,1,23390000,4,2,False,1,0.2666397592656541,26.66,1,0.16908819344089202,Cao,3,1,522,88.24,Random Forest,RF_2025_V1
9416,2025-01-01,2025,Marketing,Content Specialist,3,36,39,1,220,True,4,2,2,32077000,7,7,False,1,0.3543674012784709,35.44,1,0.16908819344089202,Cao,3,1,146,96.73,Random Forest,RF_2025_V1
9418,2025-01-01,2025,Finance,Finance Manager,4,55,21,3,221,True,3,2,4,64425000,8,5,False,0,0.3365124273630931,33.65,1,0.16908819344089202,Cao,3,1,196,95.6,Random Forest,RF_2025_V1
9422,2025-01-01,2025,Information Technology,IT Support,3,25,40,4,223,True,4,2,2,27576000,2,2,False,1,0.3310878479211659,33.11,1,0.16908819344089202,Cao,3,1,215,95.17,Random Forest,RF_2025_V1
9423,2025-01-01,2025,Human Resources,HR Manager,2,34,8,4,198,True,5,1,4,20334000,10,5,False,0,0.2656160154674103,26.56,1,0.16908819344089202,Cao,3,1,529,88.08,Random Forest,RF_2025_V1
9424,2025-01-01,2025,Marketing,Marketing Manager,2,35,34,3,219,True,3,3,1,12879000,1,0,True,0,0.22969750548053744,22.97,1,0.16908819344089202,Cao,3,1,832,81.25,Random Forest,RF_2025_V1
9425,2025-01-01,2025,Operations,Operations Executive,2,32,17,4,206,False,3,4,4,14079000,1,1,False,0,0.08619608125465157,8.62,0,0.16908819344089202,Thấp,1,0,3383,23.67,Random Forest,RF_2025_V1
9426,2025-01-01,2025,Sales,Sales Representative,1,53,2,1,178,False,3,3,2,14578000,4,4,False,0,0.10481567424681874,10.48,0,0.16908819344089202,Trung bình,2,0,2885,34.91,Random Forest,RF_2025_V1
9428,2025-01-01,2025,Human Resources,Recruiter,1,39,14,3,192,False,3,4,4,17971000,13,13,False,0,0.08497820754460954,8.5,0,0.16908819344089202,Thấp,1,0,3424,22.75,Random Forest,RF_2025_V1
9430,2025-01-01,2025,Operations,Procurement Specialist,5,40,1,3,180,False,4,4,3,83233000,4,2,False,0,0.07044714723610847,7.04,0,0.16908819344089202,Thấp,1,0,3986,10.07,Random Forest,RF_2025_V1
9431,2025-01-01,2025,Operations,Operations Manager,1,50,11,4,188,False,4,4,2,12334000,1,1,False,0,0.0982688729987795,9.83,0,0.16908819344089202,Thấp,1,0,3044,31.32,Random Forest,RF_2025_V1
9432,2025-01-01,2025,Information Technology,QA Engineer,1,38,12,3,186,False,1,3,3,10596000,2,2,False,0,0.07122974664471134,7.12,0,0.16908819344089202,Thấp,1,0,3955,10.77,Random Forest,RF_2025_V1
9434,2025-01-01,2025,Sales,Sales Supervisor,1,35,20,6,229,False,4,1,4,10787000,11,11,False,0,0.24363391452714553,24.36,1,0.16908819344089202,Cao,3,1,708,84.04,Random Forest,RF_2025_V1
9437,2025-01-01,2025,Marketing,Marketing Executive,3,29,10,3,212,False,4,4,3,21866000,1,1,False,0,0.08423193673103675,8.42,0,0.16908819344089202,Thấp,1,0,3447,22.23,Random Forest,RF_2025_V1
9441,2025-01-01,2025,Finance,Financial Analyst,2,54,40,2,169,False,3,4,2,18671000,1,1,False,0,0.09632222923689968,9.63,0,0.16908819344089202,Thấp,1,0,3078,30.56,Random Forest,RF_2025_V1
9442,2025-01-01,2025,Sales,Account Manager,2,49,8,4,186,False,4,1,3,20326000,6,6,False,0,0.14990907476582288,14.99,0,0.16908819344089202,Trung bình,2,0,1792,59.58,Random Forest,RF_2025_V1
9443,2025-01-01,2025,Information Technology,Data Analyst,4,47,19,4,223,True,4,1,4,38077000,11,1,False,0,0.3031212529814901,30.31,1,0.16908819344089202,Cao,3,1,323,92.73,Random Forest,RF_2025_V1
