MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,DiemNguyCo,LaRuiRoCao,LaRuiRoTrungBinh,LaRuiRoThap,XepHangNguyCo,PhanViNguyCo
7502,2025-01-01,2025,Marketing,Marketing Executive,0,0.24274994254889412,1,0.16908819344089202,Cao,3,24.27,1,0,0,712,83.95
7504,2025-01-01,2025,Sales,Sales Representative,0,0.0782373871256575,0,0.16908819344089202,Thấp,1,7.82,0,0,1,3698,16.57
7505,2025-01-01,2025,Sales,Sales Executive,0,0.19923486434441895,1,0.16908819344089202,Cao,3,19.92,1,0,0,1144,74.2
7508,2025-01-01,2025,Sales,Sales Representative,0,0.05922577327437058,0,0.16908819344089202,Thấp,1,5.92,0,0,1,4318,2.57
7509,2025-01-01,2025,Human Resources,Recruiter,0,0.12727674759651544,0,0.16908819344089202,Trung bình,2,12.73,0,1,0,2295,48.23
7514,2025-01-01,2025,Finance,Accountant,0,0.05784487479009877,0,0.16908819344089202,Thấp,1,5.78,0,0,1,4343,2.01
7517,2025-01-01,2025,Human Resources,HR Executive,0,0.06883250119149548,0,0.16908819344089202,Thấp,1,6.88,0,0,1,4033,9.0
7519,2025-01-01,2025,Operations,Procurement Specialist,0,0.14151880387365634,0,0.16908819344089202,Trung bình,2,14.15,0,1,0,1944,56.15
7521,2025-01-01,2025,Human Resources,Recruiter,0,0.12192908344407381,0,0.16908819344089202,Trung bình,2,12.19,0,1,0,2413,45.57
7525,2025-01-01,2025,Human Resources,HR Executive,0,0.19443577116944727,1,0.16908819344089202,Cao,3,19.44,1,0,0,1187,73.23
7526,2025-01-01,2025,Finance,Finance Manager,1,0.22809108791095592,1,0.16908819344089202,Cao,3,22.81,1,0,0,843,81.0
7528,2025-01-01,2025,Information Technology,Software Engineer,0,0.0818895258236551,0,0.16908819344089202,Thấp,1,8.19,0,0,1,3533,20.29
7532,2025-01-01,2025,Information Technology,System Administrator,0,0.31592102258706833,1,0.16908819344089202,Cao,3,31.59,1,0,0,269,93.95
7533,2025-01-01,2025,Finance,Internal Auditor,0,0.1190584340717347,0,0.16908819344089202,Trung bình,2,11.91,0,1,0,2498,43.65
7535,2025-01-01,2025,Marketing,Marketing Executive,1,0.22727199220974167,1,0.16908819344089202,Cao,3,22.73,1,0,0,850,80.84
7539,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.2699997492006303,1,0.16908819344089202,Cao,3,27.0,1,0,0,497,88.81
7540,2025-01-01,2025,Finance,Accountant,0,0.15431905710831553,0,0.16908819344089202,Trung bình,2,15.43,0,1,0,1709,61.45
7541,2025-01-01,2025,Marketing,Marketing Executive,1,0.12146842670973398,0,0.16908819344089202,Trung bình,2,12.15,0,1,0,2429,45.2
7543,2025-01-01,2025,Information Technology,QA Engineer,0,0.15076018625697907,0,0.16908819344089202,Trung bình,2,15.08,0,1,0,1775,59.96
7548,2025-01-01,2025,Marketing,Marketing Executive,0,0.13285547816874885,0,0.16908819344089202,Trung bình,2,13.29,0,1,0,2166,51.14
7549,2025-01-01,2025,Finance,Internal Auditor,0,0.14987675805546427,0,0.16908819344089202,Trung bình,2,14.99,0,1,0,1799,59.42
7553,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07417730110765185,0,0.16908819344089202,Thấp,1,7.42,0,0,1,3854,13.04
7555,2025-01-01,2025,Human Resources,HR Executive,0,0.12985719381723404,0,0.16908819344089202,Trung bình,2,12.99,0,1,0,2245,49.36
7557,2025-01-01,2025,Finance,Finance Manager,0,0.10492168322860444,0,0.16908819344089202,Trung bình,2,10.49,0,1,0,2882,34.98
7559,2025-01-01,2025,Information Technology,Software Engineer,0,0.12864003192931986,0,0.16908819344089202,Trung bình,2,12.86,0,1,0,2272,48.75
7560,2025-01-01,2025,Operations,Operations Manager,0,0.0978217710992564,0,0.16908819344089202,Thấp,1,9.78,0,0,1,3055,31.08
7562,2025-01-01,2025,Information Technology,System Administrator,0,0.3623324620470972,1,0.16908819344089202,Cao,3,36.23,1,0,0,125,97.2
7567,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0788084798532356,0,0.16908819344089202,Thấp,1,7.88,0,0,1,3674,17.11
7569,2025-01-01,2025,Human Resources,C&B Specialist,1,0.21280618997875703,1,0.16908819344089202,Cao,3,21.28,1,0,0,1003,77.39
7570,2025-01-01,2025,Sales,Sales Representative,1,0.10031136088607687,0,0.16908819344089202,Trung bình,2,10.03,0,1,0,2988,32.59
7571,2025-01-01,2025,Operations,Operations Executive,0,0.14076642309460868,0,0.16908819344089202,Trung bình,2,14.08,0,1,0,1961,55.77
7572,2025-01-01,2025,Finance,Internal Auditor,0,0.09255387306930155,0,0.16908819344089202,Thấp,1,9.26,0,0,1,3176,28.35
7573,2025-01-01,2025,Operations,Operations Executive,0,0.0772009992178078,0,0.16908819344089202,Thấp,1,7.72,0,0,1,3738,15.66
7574,2025-01-01,2025,Operations,Operations Executive,0,0.08309242488646404,0,0.16908819344089202,Thấp,1,8.31,0,0,1,3483,21.42
7575,2025-01-01,2025,Finance,Finance Manager,1,0.14470494653324883,0,0.16908819344089202,Trung bình,2,14.47,0,1,0,1881,57.57
7578,2025-01-01,2025,Human Resources,C&B Specialist,0,0.14988699600257105,0,0.16908819344089202,Trung bình,2,14.99,0,1,0,1798,59.44
7580,2025-01-01,2025,Marketing,Marketing Manager,0,0.08528824121264038,0,0.16908819344089202,Thấp,1,8.53,0,0,1,3411,23.04
7582,2025-01-01,2025,Human Resources,HR Manager,1,0.22537594384346227,1,0.16908819344089202,Cao,3,22.54,1,0,0,862,80.57
7583,2025-01-01,2025,Human Resources,Recruiter,1,0.13887658187980328,0,0.16908819344089202,Trung bình,2,13.89,0,1,0,2010,54.66
7584,2025-01-01,2025,Information Technology,IT Support,0,0.07544079618819237,0,0.16908819344089202,Thấp,1,7.54,0,0,1,3803,14.2
7585,2025-01-01,2025,Operations,Operations Manager,1,0.18334976500464134,1,0.16908819344089202,Cao,3,18.33,1,0,0,1299,70.71
7586,2025-01-01,2025,Operations,Operations Executive,0,0.2101412124465696,1,0.16908819344089202,Cao,3,21.01,1,0,0,1029,76.8
7587,2025-01-01,2025,Information Technology,QA Engineer,1,0.3102235452569379,1,0.16908819344089202,Cao,3,31.02,1,0,0,294,93.39
7588,2025-01-01,2025,Information Technology,System Administrator,0,0.10271958319102337,0,0.16908819344089202,Trung bình,2,10.27,0,1,0,2925,34.01
7592,2025-01-01,2025,Human Resources,HR Executive,0,0.0932285869161092,0,0.16908819344089202,Thấp,1,9.32,0,0,1,3155,28.82
7595,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10399791370569877,0,0.16908819344089202,Trung bình,2,10.4,0,1,0,2898,34.62
7600,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1107972490474401,0,0.16908819344089202,Trung bình,2,11.08,0,1,0,2731,38.39
7601,2025-01-01,2025,Marketing,Content Specialist,0,0.06640554283484526,0,0.16908819344089202,Thấp,1,6.64,0,0,1,4109,7.29
7605,2025-01-01,2025,Finance,Internal Auditor,0,0.09490065508800273,0,0.16908819344089202,Thấp,1,9.49,0,0,1,3115,29.72
7606,2025-01-01,2025,Finance,Internal Auditor,0,0.0921114684007208,0,0.16908819344089202,Thấp,1,9.21,0,0,1,3194,27.94
7607,2025-01-01,2025,Information Technology,IT Support,0,0.1204948827614772,0,0.16908819344089202,Trung bình,2,12.05,0,1,0,2457,44.57
7608,2025-01-01,2025,Marketing,Marketing Executive,0,0.21911133283905215,1,0.16908819344089202,Cao,3,21.91,1,0,0,929,79.06
7609,2025-01-01,2025,Finance,Accountant,0,0.349189569764358,1,0.16908819344089202,Cao,3,34.92,1,0,0,157,96.48
7611,2025-01-01,2025,Finance,Financial Analyst,0,0.06098034931125509,0,0.16908819344089202,Thấp,1,6.1,0,0,1,4270,3.66
7613,2025-01-01,2025,Operations,Operations Executive,0,0.3644577403064396,1,0.16908819344089202,Cao,3,36.45,1,0,0,121,97.29
7614,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08441660902771496,0,0.16908819344089202,Thấp,1,8.44,0,0,1,3439,22.41
7617,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.09117217066206813,0,0.16908819344089202,Thấp,1,9.12,0,0,1,3225,27.24
7618,2025-01-01,2025,Finance,Accountant,0,0.30834738954950924,1,0.16908819344089202,Cao,3,30.83,1,0,0,298,93.3
7619,2025-01-01,2025,Sales,Sales Executive,0,0.08992261868788932,0,0.16908819344089202,Thấp,1,8.99,0,0,1,3270,26.22
7620,2025-01-01,2025,Human Resources,HR Manager,0,0.12898639876341406,0,0.16908819344089202,Trung bình,2,12.9,0,1,0,2266,48.88
7622,2025-01-01,2025,Human Resources,Recruiter,1,0.39113620469499766,1,0.16908819344089202,Cao,3,39.11,1,0,0,69,98.47
7623,2025-01-01,2025,Human Resources,C&B Specialist,0,0.3191165906467862,1,0.16908819344089202,Cao,3,31.91,1,0,0,252,94.34
7624,2025-01-01,2025,Information Technology,Data Analyst,1,0.2320986726978914,1,0.16908819344089202,Cao,3,23.21,1,0,0,811,81.72
7627,2025-01-01,2025,Marketing,Content Specialist,0,0.08494963026468948,0,0.16908819344089202,Thấp,1,8.49,0,0,1,3426,22.7
7629,2025-01-01,2025,Human Resources,HR Executive,0,0.06490656608428857,0,0.16908819344089202,Thấp,1,6.49,0,0,1,4154,6.27
7631,2025-01-01,2025,Finance,Internal Auditor,1,0.14770478838304102,0,0.16908819344089202,Trung bình,2,14.77,0,1,0,1833,58.65
7632,2025-01-01,2025,Finance,Finance Manager,0,0.135045918887463,0,0.16908819344089202,Trung bình,2,13.5,0,1,0,2112,52.36
7634,2025-01-01,2025,Marketing,Content Specialist,0,0.054640989940767035,0,0.16908819344089202,Thấp,1,5.46,0,0,1,4396,0.81
7635,2025-01-01,2025,Information Technology,System Administrator,0,0.12199230912627729,0,0.16908819344089202,Trung bình,2,12.2,0,1,0,2409,45.66
7636,2025-01-01,2025,Finance,Internal Auditor,0,0.13894992346425097,0,0.16908819344089202,Trung bình,2,13.89,0,1,0,2006,54.75
7641,2025-01-01,2025,Operations,Operations Executive,1,0.21028730384229785,1,0.16908819344089202,Cao,3,21.03,1,0,0,1028,76.82
7643,2025-01-01,2025,Marketing,Content Specialist,1,0.11329464097990843,0,0.16908819344089202,Trung bình,2,11.33,0,1,0,2648,40.26
7644,2025-01-01,2025,Information Technology,System Administrator,1,0.18758986206354117,1,0.16908819344089202,Cao,3,18.76,1,0,0,1251,71.79
7645,2025-01-01,2025,Information Technology,Data Analyst,0,0.26020239744394674,1,0.16908819344089202,Cao,3,26.02,1,0,0,576,87.02
7654,2025-01-01,2025,Human Resources,Recruiter,0,0.06767090058431154,0,0.16908819344089202,Thấp,1,6.77,0,0,1,4067,8.24
7655,2025-01-01,2025,Human Resources,HR Executive,0,0.16668096468885688,0,0.16908819344089202,Trung bình,2,16.67,0,1,0,1522,65.67
7659,2025-01-01,2025,Information Technology,Data Analyst,0,0.15493485538716195,0,0.16908819344089202,Trung bình,2,15.49,0,1,0,1698,61.7
7663,2025-01-01,2025,Finance,Financial Analyst,0,0.27832132304209944,1,0.16908819344089202,Cao,3,27.83,1,0,0,443,90.02
7665,2025-01-01,2025,Information Technology,Data Analyst,0,0.20044475047132232,1,0.16908819344089202,Cao,3,20.04,1,0,0,1135,74.41
7667,2025-01-01,2025,Information Technology,IT Support,0,0.07618844325267726,0,0.16908819344089202,Thấp,1,7.62,0,0,1,3778,14.76
7668,2025-01-01,2025,Sales,Sales Supervisor,0,0.19997726957135226,1,0.16908819344089202,Cao,3,20.0,1,0,0,1140,74.29
7671,2025-01-01,2025,Finance,Financial Analyst,0,0.09730626794676847,0,0.16908819344089202,Thấp,1,9.73,0,0,1,3061,30.94
7672,2025-01-01,2025,Human Resources,C&B Specialist,0,0.24841080793320056,1,0.16908819344089202,Cao,3,24.84,1,0,0,673,84.83
7673,2025-01-01,2025,Operations,Operations Manager,1,0.13275629831793248,0,0.16908819344089202,Trung bình,2,13.28,0,1,0,2169,51.07
7674,2025-01-01,2025,Sales,Sales Representative,0,0.06882924899624451,0,0.16908819344089202,Thấp,1,6.88,0,0,1,4035,8.96
7675,2025-01-01,2025,Marketing,Content Specialist,0,0.12082069943155273,0,0.16908819344089202,Trung bình,2,12.08,0,1,0,2449,44.75
7684,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0996032548455439,0,0.16908819344089202,Thấp,1,9.96,0,0,1,3011,32.07
7685,2025-01-01,2025,Sales,Account Manager,0,0.2857316349869708,1,0.16908819344089202,Cao,3,28.57,1,0,0,391,91.2
7688,2025-01-01,2025,Human Resources,C&B Specialist,1,0.25908586321725074,1,0.16908819344089202,Cao,3,25.91,1,0,0,587,86.77
7690,2025-01-01,2025,Finance,Financial Analyst,0,0.09641111394891894,0,0.16908819344089202,Thấp,1,9.64,0,0,1,3076,30.6
7695,2025-01-01,2025,Finance,Accountant,0,0.1368373794248319,0,0.16908819344089202,Trung bình,2,13.68,0,1,0,2067,53.37
7696,2025-01-01,2025,Marketing,Marketing Manager,0,0.06429972686943937,0,0.16908819344089202,Thấp,1,6.43,0,0,1,4172,5.87
7697,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.3831644203757781,1,0.16908819344089202,Cao,3,38.32,1,0,0,82,98.17
7700,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05434992812322624,0,0.16908819344089202,Thấp,1,5.43,0,0,1,4402,0.68
7704,2025-01-01,2025,Information Technology,QA Engineer,0,0.14143781287545792,0,0.16908819344089202,Trung bình,2,14.14,0,1,0,1947,56.08
7708,2025-01-01,2025,Human Resources,Recruiter,0,0.06323299197060106,0,0.16908819344089202,Thấp,1,6.32,0,0,1,4207,5.08
7709,2025-01-01,2025,Information Technology,Software Engineer,0,0.10809643291045193,0,0.16908819344089202,Trung bình,2,10.81,0,1,0,2809,36.63
7710,2025-01-01,2025,Information Technology,Software Engineer,0,0.2910433706074399,1,0.16908819344089202,Cao,3,29.1,1,0,0,369,91.69
7711,2025-01-01,2025,Information Technology,IT Support,0,0.1394927493993451,0,0.16908819344089202,Trung bình,2,13.95,0,1,0,1993,55.04
7712,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09104999207498285,0,0.16908819344089202,Thấp,1,9.1,0,0,1,3230,27.13
7715,2025-01-01,2025,Finance,Internal Auditor,0,0.06220242784895553,0,0.16908819344089202,Thấp,1,6.22,0,0,1,4239,4.36
7716,2025-01-01,2025,Marketing,Marketing Executive,0,0.06047518848797278,0,0.16908819344089202,Thấp,1,6.05,0,0,1,4287,3.27
7730,2025-01-01,2025,Finance,Internal Auditor,0,0.08200460727862159,0,0.16908819344089202,Thấp,1,8.2,0,0,1,3527,20.42
7731,2025-01-01,2025,Human Resources,C&B Specialist,0,0.14654692635259964,0,0.16908819344089202,Trung bình,2,14.65,0,1,0,1855,58.16
7733,2025-01-01,2025,Sales,Sales Executive,0,0.07132640516817201,0,0.16908819344089202,Thấp,1,7.13,0,0,1,3949,10.9
7735,2025-01-01,2025,Finance,Finance Manager,0,0.18999547479412388,1,0.16908819344089202,Cao,3,19.0,1,0,0,1229,72.29
7737,2025-01-01,2025,Sales,Account Manager,0,0.11631299370066228,0,0.16908819344089202,Trung bình,2,11.63,0,1,0,2554,42.38
7738,2025-01-01,2025,Human Resources,Recruiter,0,0.13440367044304027,0,0.16908819344089202,Trung bình,2,13.44,0,1,0,2126,52.04
7739,2025-01-01,2025,Marketing,Marketing Manager,0,0.2165173779843469,1,0.16908819344089202,Cao,3,21.65,1,0,0,957,78.42
7741,2025-01-01,2025,Human Resources,Recruiter,0,0.0918813680547717,0,0.16908819344089202,Thấp,1,9.19,0,0,1,3202,27.76
7742,2025-01-01,2025,Human Resources,HR Manager,0,0.10817885201503491,0,0.16908819344089202,Trung bình,2,10.82,0,1,0,2805,36.72
7743,2025-01-01,2025,Human Resources,HR Executive,0,0.07352455038901949,0,0.16908819344089202,Thấp,1,7.35,0,0,1,3887,12.3
7745,2025-01-01,2025,Information Technology,Software Engineer,0,0.12067115928003055,0,0.16908819344089202,Trung bình,2,12.07,0,1,0,2452,44.69
7746,2025-01-01,2025,Information Technology,QA Engineer,1,0.17023506465181132,1,0.16908819344089202,Cao,3,17.02,1,0,0,1478,66.67
7748,2025-01-01,2025,Human Resources,Recruiter,1,0.1137327921127308,0,0.16908819344089202,Trung bình,2,11.37,0,1,0,2632,40.62
7749,2025-01-01,2025,Marketing,Content Specialist,1,0.37957801327044655,1,0.16908819344089202,Cao,3,37.96,1,0,0,88,98.04
7750,2025-01-01,2025,Sales,Sales Supervisor,0,0.16145070326602196,0,0.16908819344089202,Trung bình,2,16.15,0,1,0,1592,64.09
7752,2025-01-01,2025,Sales,Account Manager,0,0.11090877384411267,0,0.16908819344089202,Trung bình,2,11.09,0,1,0,2729,38.43
7754,2025-01-01,2025,Information Technology,Data Analyst,0,0.20101199816943516,1,0.16908819344089202,Cao,3,20.1,1,0,0,1129,74.54
7755,2025-01-01,2025,Marketing,Content Specialist,0,0.20392267603363728,1,0.16908819344089202,Cao,3,20.39,1,0,0,1100,75.2
7757,2025-01-01,2025,Sales,Sales Supervisor,0,0.09090184093644339,0,0.16908819344089202,Thấp,1,9.09,0,0,1,3236,26.99
7767,2025-01-01,2025,Marketing,Marketing Manager,0,0.11934283703235093,0,0.16908819344089202,Trung bình,2,11.93,0,1,0,2491,43.81
7772,2025-01-01,2025,Sales,Account Manager,0,0.13735004801400016,0,0.16908819344089202,Trung bình,2,13.74,0,1,0,2049,53.78
7775,2025-01-01,2025,Sales,Sales Representative,0,0.20501330731281722,1,0.16908819344089202,Cao,3,20.5,1,0,0,1094,75.33
7776,2025-01-01,2025,Finance,Accountant,0,0.11422663839586929,0,0.16908819344089202,Trung bình,2,11.42,0,1,0,2620,40.89
7777,2025-01-01,2025,Information Technology,Data Analyst,0,0.08167858810149407,0,0.16908819344089202,Thấp,1,8.17,0,0,1,3541,20.11
7780,2025-01-01,2025,Information Technology,IT Support,0,0.11036907210656963,0,0.16908819344089202,Trung bình,2,11.04,0,1,0,2742,38.14
7783,2025-01-01,2025,Information Technology,Software Engineer,0,0.1398015290519898,0,0.16908819344089202,Trung bình,2,13.98,0,1,0,1980,55.34
7785,2025-01-01,2025,Finance,Financial Analyst,1,0.18135830329907063,1,0.16908819344089202,Cao,3,18.14,1,0,0,1315,70.35
7787,2025-01-01,2025,Information Technology,QA Engineer,0,0.12082541338121153,0,0.16908819344089202,Trung bình,2,12.08,0,1,0,2448,44.78
7791,2025-01-01,2025,Operations,Procurement Specialist,0,0.10668403561448946,0,0.16908819344089202,Trung bình,2,10.67,0,1,0,2848,35.75
7792,2025-01-01,2025,Information Technology,Data Analyst,0,0.11508272514792887,0,0.16908819344089202,Trung bình,2,11.51,0,1,0,2592,41.53
7793,2025-01-01,2025,Sales,Sales Executive,0,0.2838276261168084,1,0.16908819344089202,Cao,3,28.38,1,0,0,404,90.9
7796,2025-01-01,2025,Information Technology,Data Analyst,0,0.1313280866907063,0,0.16908819344089202,Trung bình,2,13.13,0,1,0,2210,50.15
7797,2025-01-01,2025,Marketing,Content Specialist,0,0.0862766668095811,0,0.16908819344089202,Thấp,1,8.63,0,0,1,3380,23.74
7798,2025-01-01,2025,Finance,Financial Analyst,0,0.06579883667462282,0,0.16908819344089202,Thấp,1,6.58,0,0,1,4122,7.0
7804,2025-01-01,2025,Finance,Finance Manager,0,0.2190691711433046,1,0.16908819344089202,Cao,3,21.91,1,0,0,931,79.01
7805,2025-01-01,2025,Information Technology,QA Engineer,1,0.137670360581917,0,0.16908819344089202,Trung bình,2,13.77,0,1,0,2039,54.01
7809,2025-01-01,2025,Operations,Operations Executive,0,0.058528211420698674,0,0.16908819344089202,Thấp,1,5.85,0,0,1,4327,2.37
7813,2025-01-01,2025,Information Technology,System Administrator,1,0.13132530890272098,0,0.16908819344089202,Trung bình,2,13.13,0,1,0,2211,50.12
7816,2025-01-01,2025,Information Technology,QA Engineer,0,0.06907144394675055,0,0.16908819344089202,Thấp,1,6.91,0,0,1,4027,9.14
7817,2025-01-01,2025,Marketing,Marketing Executive,0,0.22398049681575224,1,0.16908819344089202,Cao,3,22.4,1,0,0,877,80.23
7824,2025-01-01,2025,Finance,Accountant,0,0.05423299640529841,0,0.16908819344089202,Thấp,1,5.42,0,0,1,4404,0.63
7828,2025-01-01,2025,Finance,Internal Auditor,0,0.27059484986356447,1,0.16908819344089202,Cao,3,27.06,1,0,0,493,88.9
7831,2025-01-01,2025,Human Resources,C&B Specialist,0,0.14099341327203502,0,0.16908819344089202,Trung bình,2,14.1,0,1,0,1957,55.86
7834,2025-01-01,2025,Operations,Operations Manager,1,0.09744403427226497,0,0.16908819344089202,Thấp,1,9.74,0,0,1,3058,31.01
7836,2025-01-01,2025,Information Technology,QA Engineer,0,0.16131603139018091,0,0.16908819344089202,Trung bình,2,16.13,0,1,0,1598,63.96
7837,2025-01-01,2025,Finance,Accountant,0,0.1857735223290985,1,0.16908819344089202,Cao,3,18.58,1,0,0,1273,71.29
7840,2025-01-01,2025,Marketing,Content Specialist,0,0.16039397246285683,0,0.16908819344089202,Trung bình,2,16.04,0,1,0,1614,63.6
7842,2025-01-01,2025,Finance,Internal Auditor,0,0.21353256021260827,1,0.16908819344089202,Cao,3,21.35,1,0,0,993,77.61
7845,2025-01-01,2025,Marketing,Content Specialist,0,0.13554237702956082,0,0.16908819344089202,Trung bình,2,13.55,0,1,0,2098,52.67
7847,2025-01-01,2025,Sales,Sales Executive,1,0.11541647399409918,0,0.16908819344089202,Trung bình,2,11.54,0,1,0,2585,41.68
7850,2025-01-01,2025,Human Resources,Recruiter,0,0.19089290569146017,1,0.16908819344089202,Cao,3,19.09,1,0,0,1220,72.49
7852,2025-01-01,2025,Human Resources,HR Executive,0,0.12175928399601578,0,0.16908819344089202,Trung bình,2,12.18,0,1,0,2421,45.38
7854,2025-01-01,2025,Marketing,Content Specialist,0,0.111465157449519,0,0.16908819344089202,Trung bình,2,11.15,0,1,0,2706,38.95
7856,2025-01-01,2025,Operations,Procurement Specialist,0,0.11682297234324893,0,0.16908819344089202,Trung bình,2,11.68,0,1,0,2540,42.7
7857,2025-01-01,2025,Sales,Sales Executive,1,0.39998710811881694,1,0.16908819344089202,Cao,3,40.0,1,0,0,55,98.78
7858,2025-01-01,2025,Finance,Financial Analyst,0,0.09657899130216278,0,0.16908819344089202,Thấp,1,9.66,0,0,1,3073,30.67
7861,2025-01-01,2025,Human Resources,HR Executive,1,0.16044626720861893,0,0.16908819344089202,Trung bình,2,16.04,0,1,0,1610,63.69
7862,2025-01-01,2025,Finance,Accountant,0,0.17123599330790035,1,0.16908819344089202,Cao,3,17.12,1,0,0,1459,67.1
7867,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11953373735134308,0,0.16908819344089202,Trung bình,2,11.95,0,1,0,2487,43.9
7868,2025-01-01,2025,Finance,Internal Auditor,1,0.1311384167514851,0,0.16908819344089202,Trung bình,2,13.11,0,1,0,2216,50.01
7869,2025-01-01,2025,Information Technology,System Administrator,1,0.31495108841554803,1,0.16908819344089202,Cao,3,31.5,1,0,0,273,93.86
7871,2025-01-01,2025,Information Technology,Software Engineer,0,0.12953761499807562,0,0.16908819344089202,Trung bình,2,12.95,0,1,0,2256,49.11
7872,2025-01-01,2025,Sales,Sales Representative,0,0.24259374585571136,1,0.16908819344089202,Cao,3,24.26,1,0,0,714,83.91
7873,2025-01-01,2025,Finance,Accountant,0,0.37175965846597764,1,0.16908819344089202,Cao,3,37.18,1,0,0,101,97.74
7874,2025-01-01,2025,Human Resources,HR Executive,0,0.1810597744825107,1,0.16908819344089202,Cao,3,18.11,1,0,0,1319,70.26
7876,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05540968087336925,0,0.16908819344089202,Thấp,1,5.54,0,0,1,4389,0.97
7878,2025-01-01,2025,Operations,Operations Executive,1,0.2558087978638106,1,0.16908819344089202,Cao,3,25.58,1,0,0,605,86.37
7879,2025-01-01,2025,Finance,Financial Analyst,0,0.1275624200258483,0,0.16908819344089202,Trung bình,2,12.76,0,1,0,2289,48.36
7882,2025-01-01,2025,Sales,Sales Supervisor,0,0.09487865390501678,0,0.16908819344089202,Thấp,1,9.49,0,0,1,3116,29.7
7885,2025-01-01,2025,Sales,Account Manager,0,0.09471310884958484,0,0.16908819344089202,Thấp,1,9.47,0,0,1,3118,29.65
7886,2025-01-01,2025,Operations,Operations Executive,0,0.30071246658780915,1,0.16908819344089202,Cao,3,30.07,1,0,0,328,92.62
7890,2025-01-01,2025,Sales,Sales Supervisor,1,0.12304889714560567,0,0.16908819344089202,Trung bình,2,12.3,0,1,0,2385,46.2
7898,2025-01-01,2025,Human Resources,C&B Specialist,0,0.12493989640457168,0,0.16908819344089202,Trung bình,2,12.49,0,1,0,2338,47.26
7899,2025-01-01,2025,Information Technology,QA Engineer,1,0.24825709147869043,1,0.16908819344089202,Cao,3,24.83,1,0,0,676,84.77
7900,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0872592044330799,0,0.16908819344089202,Thấp,1,8.73,0,0,1,3338,24.69
7901,2025-01-01,2025,Marketing,Marketing Executive,0,0.3612676302099637,1,0.16908819344089202,Cao,3,36.13,1,0,0,130,97.09
7907,2025-01-01,2025,Marketing,Marketing Manager,0,0.2166729031618981,1,0.16908819344089202,Cao,3,21.67,1,0,0,954,78.49
7908,2025-01-01,2025,Sales,Sales Representative,1,0.11901976803902485,0,0.16908819344089202,Trung bình,2,11.9,0,1,0,2499,43.62
7912,2025-01-01,2025,Sales,Sales Representative,0,0.31858243934950925,1,0.16908819344089202,Cao,3,31.86,1,0,0,255,94.27
7913,2025-01-01,2025,Information Technology,Data Analyst,0,0.24403657348824234,1,0.16908819344089202,Cao,3,24.4,1,0,0,707,84.07
7914,2025-01-01,2025,Sales,Sales Representative,0,0.05864933967890431,0,0.16908819344089202,Thấp,1,5.86,0,0,1,4325,2.41
7915,2025-01-01,2025,Finance,Financial Analyst,0,0.26497305230159296,1,0.16908819344089202,Cao,3,26.5,1,0,0,536,87.93
7916,2025-01-01,2025,Sales,Sales Representative,0,0.07770998333803576,0,0.16908819344089202,Thấp,1,7.77,0,0,1,3722,16.02
7918,2025-01-01,2025,Information Technology,QA Engineer,0,0.1427072570139931,0,0.16908819344089202,Trung bình,2,14.27,0,1,0,1918,56.74
7919,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.12883353559262947,0,0.16908819344089202,Trung bình,2,12.88,0,1,0,2267,48.86
7920,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13802900360560613,0,0.16908819344089202,Trung bình,2,13.8,0,1,0,2031,54.19
7923,2025-01-01,2025,Information Technology,IT Support,0,0.08929059036520237,0,0.16908819344089202,Thấp,1,8.93,0,0,1,3288,25.82
7924,2025-01-01,2025,Finance,Accountant,1,0.316013852186588,1,0.16908819344089202,Cao,3,31.6,1,0,0,268,93.97
7925,2025-01-01,2025,Sales,Sales Supervisor,0,0.07920980664414046,0,0.16908819344089202,Thấp,1,7.92,0,0,1,3656,17.51
7927,2025-01-01,2025,Operations,Operations Manager,0,0.06438857034428185,0,0.16908819344089202,Thấp,1,6.44,0,0,1,4169,5.94
7929,2025-01-01,2025,Sales,Sales Representative,0,0.0956508692604497,0,0.16908819344089202,Thấp,1,9.57,0,0,1,3094,30.2
7931,2025-01-01,2025,Finance,Finance Manager,0,0.09095655581621707,0,0.16908819344089202,Thấp,1,9.1,0,0,1,3234,27.04
7933,2025-01-01,2025,Information Technology,Software Engineer,0,0.0621145374095977,0,0.16908819344089202,Thấp,1,6.21,0,0,1,4241,4.31
