MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan
7787,2025-01-01,2025,Information Technology,QA Engineer,0,0.11397627643115008,0,0.2
7791,2025-01-01,2025,Operations,Procurement Specialist,0,0.06978233034571063,0,0.2
7792,2025-01-01,2025,Information Technology,Data Analyst,0,0.11397627643115008,0,0.2
7793,2025-01-01,2025,Sales,Sales Executive,0,0.32432432432432434,1,0.2
7796,2025-01-01,2025,Information Technology,Data Analyst,0,0.0935672514619883,0,0.2
7797,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
7798,2025-01-01,2025,Finance,Financial Analyst,0,0.0681453768038482,0,0.2
7804,2025-01-01,2025,Finance,Finance Manager,0,0.36363636363636365,1,0.2
7805,2025-01-01,2025,Information Technology,QA Engineer,1,0.12382739212007504,0,0.2
7809,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
7813,2025-01-01,2025,Information Technology,System Administrator,1,0.15979381443298968,0,0.2
7816,2025-01-01,2025,Information Technology,QA Engineer,0,0.0681453768038482,0,0.2
7817,2025-01-01,2025,Marketing,Marketing Executive,0,0.1956521739130435,0,0.2
7824,2025-01-01,2025,Finance,Accountant,0,0.05102040816326531,0,0.2
7828,2025-01-01,2025,Finance,Internal Auditor,0,0.1956521739130435,0,0.2
7831,2025-01-01,2025,Human Resources,C&B Specialist,0,0.16176470588235295,0,0.2
7834,2025-01-01,2025,Operations,Operations Manager,1,0.06978233034571063,0,0.2
7836,2025-01-01,2025,Information Technology,QA Engineer,0,0.15979381443298968,0,0.2
7837,2025-01-01,2025,Finance,Accountant,0,0.21639344262295082,1,0.2
7840,2025-01-01,2025,Marketing,Content Specialist,0,0.1610337972166998,0,0.2
7842,2025-01-01,2025,Finance,Internal Auditor,0,0.1610337972166998,0,0.2
7845,2025-01-01,2025,Marketing,Content Specialist,0,0.13513513513513514,0,0.2
7847,2025-01-01,2025,Sales,Sales Executive,1,0.11397627643115008,0,0.2
7850,2025-01-01,2025,Human Resources,Recruiter,0,0.1986970684039088,0,0.2
7852,2025-01-01,2025,Human Resources,HR Executive,0,0.12382739212007504,0,0.2
7854,2025-01-01,2025,Marketing,Content Specialist,0,0.12382739212007504,0,0.2
7856,2025-01-01,2025,Operations,Procurement Specialist,0,0.12382739212007504,0,0.2
7857,2025-01-01,2025,Sales,Sales Executive,1,0.5116959064327485,1,0.2
7858,2025-01-01,2025,Finance,Financial Analyst,0,0.07101167315175097,0,0.2
7861,2025-01-01,2025,Human Resources,HR Executive,1,0.1610337972166998,0,0.2
7862,2025-01-01,2025,Finance,Accountant,0,0.15187376725838264,0,0.2
7867,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11397627643115008,0,0.2
7868,2025-01-01,2025,Finance,Internal Auditor,1,0.13513513513513514,0,0.2
7869,2025-01-01,2025,Information Technology,System Administrator,1,0.4198473282442748,1,0.2
7871,2025-01-01,2025,Information Technology,Software Engineer,0,0.0935672514619883,0,0.2
7872,2025-01-01,2025,Sales,Sales Representative,0,0.22927879440258342,1,0.2
7873,2025-01-01,2025,Finance,Accountant,0,0.40318302387267907,1,0.2
7874,2025-01-01,2025,Human Resources,HR Executive,0,0.15187376725838264,0,0.2
7876,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
7878,2025-01-01,2025,Operations,Operations Executive,1,0.35294117647058826,1,0.2
7879,2025-01-01,2025,Finance,Financial Analyst,0,0.07101167315175097,0,0.2
7882,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
7885,2025-01-01,2025,Sales,Account Manager,0,0.06978233034571063,0,0.2
7886,2025-01-01,2025,Operations,Operations Executive,0,0.5384615384615384,1,0.2
7890,2025-01-01,2025,Sales,Sales Supervisor,1,0.11397627643115008,0,0.2
7898,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1610337972166998,0,0.2
7899,2025-01-01,2025,Information Technology,QA Engineer,1,0.36619718309859156,1,0.2
7900,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
7901,2025-01-01,2025,Marketing,Marketing Executive,0,0.40318302387267907,1,0.2
7907,2025-01-01,2025,Marketing,Marketing Manager,0,0.33969465648854963,1,0.2
7908,2025-01-01,2025,Sales,Sales Representative,1,0.12827225130890052,0,0.2
7912,2025-01-01,2025,Sales,Sales Representative,0,0.29411764705882354,1,0.2
7913,2025-01-01,2025,Information Technology,Data Analyst,0,0.21052631578947367,1,0.2
7914,2025-01-01,2025,Sales,Sales Representative,0,0.05102040816326531,0,0.2
7915,2025-01-01,2025,Finance,Financial Analyst,0,0.22927879440258342,1,0.2
7916,2025-01-01,2025,Sales,Sales Representative,0,0.05102040816326531,0,0.2
7918,2025-01-01,2025,Information Technology,QA Engineer,0,0.12827225130890052,0,0.2
7919,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0935672514619883,0,0.2
7920,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13513513513513514,0,0.2
7923,2025-01-01,2025,Information Technology,IT Support,0,0.07101167315175097,0,0.2
7924,2025-01-01,2025,Finance,Accountant,1,0.32432432432432434,1,0.2
7925,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
7927,2025-01-01,2025,Operations,Operations Manager,0,0.05102040816326531,0,0.2
7929,2025-01-01,2025,Sales,Sales Representative,0,0.07101167315175097,0,0.2
7931,2025-01-01,2025,Finance,Finance Manager,0,0.05102040816326531,0,0.2
7933,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
7939,2025-01-01,2025,Marketing,Marketing Manager,0,0.1956521739130435,0,0.2
7944,2025-01-01,2025,Human Resources,C&B Specialist,1,0.40318302387267907,1,0.2
7945,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
7947,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
7948,2025-01-01,2025,Marketing,Marketing Executive,0,0.1956521739130435,0,0.2
7953,2025-01-01,2025,Human Resources,Recruiter,0,0.0681453768038482,0,0.2
7954,2025-01-01,2025,Human Resources,HR Executive,0,0.15187376725838264,0,0.2
7956,2025-01-01,2025,Finance,Internal Auditor,0,0.5116959064327485,1,0.2
7958,2025-01-01,2025,Finance,Finance Manager,0,0.1610337972166998,0,0.2
7960,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.29411764705882354,1,0.2
7961,2025-01-01,2025,Human Resources,Recruiter,0,0.0935672514619883,0,0.2
7963,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
7964,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.29411764705882354,1,0.2
7967,2025-01-01,2025,Information Technology,Data Analyst,1,0.40318302387267907,1,0.2
7969,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.29411764705882354,1,0.2
7970,2025-01-01,2025,Human Resources,HR Manager,1,0.1179245283018868,0,0.2
7974,2025-01-01,2025,Finance,Accountant,0,0.1956521739130435,0,0.2
7975,2025-01-01,2025,Human Resources,HR Manager,0,0.07101167315175097,0,0.2
7977,2025-01-01,2025,Operations,Operations Manager,1,0.573170731707317,1,0.2
7978,2025-01-01,2025,Information Technology,Data Analyst,0,0.1956521739130435,0,0.2
7980,2025-01-01,2025,Information Technology,QA Engineer,0,0.0935672514619883,0,0.2
7984,2025-01-01,2025,Human Resources,C&B Specialist,1,0.21639344262295082,1,0.2
7988,2025-01-01,2025,Sales,Account Manager,0,0.2163265306122449,1,0.2
7990,2025-01-01,2025,Operations,Procurement Specialist,0,0.21639344262295082,1,0.2
7991,2025-01-01,2025,Information Technology,IT Support,1,0.21052631578947367,1,0.2
7994,2025-01-01,2025,Human Resources,HR Manager,0,0.15979381443298968,0,0.2
7995,2025-01-01,2025,Finance,Accountant,0,0.07101167315175097,0,0.2
7997,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
7999,2025-01-01,2025,Sales,Sales Executive,0,0.22927879440258342,1,0.2
8000,2025-01-01,2025,Finance,Finance Manager,0,0.42701525054466233,1,0.2
8004,2025-01-01,2025,Operations,Procurement Specialist,0,0.12382739212007504,0,0.2
8007,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
8008,2025-01-01,2025,Sales,Sales Executive,0,0.2777777777777778,1,0.2
8009,2025-01-01,2025,Sales,Sales Executive,1,0.29411764705882354,1,0.2
8011,2025-01-01,2025,Sales,Sales Representative,0,0.12382739212007504,0,0.2
8013,2025-01-01,2025,Sales,Sales Executive,0,0.1956521739130435,0,0.2
8015,2025-01-01,2025,Human Resources,Recruiter,0,0.0681453768038482,0,0.2
8017,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
8019,2025-01-01,2025,Operations,Operations Manager,1,0.42701525054466233,1,0.2
8020,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.05102040816326531,0,0.2
8026,2025-01-01,2025,Sales,Sales Executive,0,0.11397627643115008,0,0.2
8028,2025-01-01,2025,Human Resources,Recruiter,0,0.32432432432432434,1,0.2
8029,2025-01-01,2025,Information Technology,IT Support,0,0.07101167315175097,0,0.2
8032,2025-01-01,2025,Sales,Sales Supervisor,0,0.22927879440258342,1,0.2
8033,2025-01-01,2025,Information Technology,System Administrator,1,0.0935672514619883,0,0.2
8037,2025-01-01,2025,Human Resources,HR Executive,0,0.15187376725838264,0,0.2
8038,2025-01-01,2025,Information Technology,QA Engineer,0,0.5116959064327485,1,0.2
8047,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
8048,2025-01-01,2025,Finance,Finance Manager,0,0.05102040816326531,0,0.2
8052,2025-01-01,2025,Operations,Procurement Specialist,0,0.15187376725838264,0,0.2
8059,2025-01-01,2025,Sales,Sales Executive,0,0.06978233034571063,0,0.2
8060,2025-01-01,2025,Human Resources,Recruiter,0,0.1179245283018868,0,0.2
8062,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
8065,2025-01-01,2025,Operations,Operations Manager,0,0.16176470588235295,0,0.2
8067,2025-01-01,2025,Human Resources,HR Executive,0,0.21639344262295082,1,0.2
8069,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
8073,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
8074,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.1986970684039088,0,0.2
8077,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0681453768038482,0,0.2
8079,2025-01-01,2025,Sales,Account Manager,0,0.11397627643115008,0,0.2
8081,2025-01-01,2025,Sales,Account Manager,0,0.05102040816326531,0,0.2
8082,2025-01-01,2025,Information Technology,Data Analyst,0,0.0935672514619883,0,0.2
8089,2025-01-01,2025,Finance,Internal Auditor,0,0.48148148148148145,1,0.2
8093,2025-01-01,2025,Human Resources,Recruiter,0,0.0681453768038482,0,0.2
8094,2025-01-01,2025,Information Technology,QA Engineer,0,0.12382739212007504,0,0.2
8096,2025-01-01,2025,Operations,Operations Manager,0,0.11397627643115008,0,0.2
8098,2025-01-01,2025,Information Technology,IT Support,0,0.12382739212007504,0,0.2
8101,2025-01-01,2025,Information Technology,Software Engineer,0,0.1956521739130435,0,0.2
8104,2025-01-01,2025,Operations,Operations Executive,0,0.07101167315175097,0,0.2
8105,2025-01-01,2025,Finance,Accountant,0,0.07101167315175097,0,0.2
8107,2025-01-01,2025,Marketing,Marketing Manager,0,0.1179245283018868,0,0.2
8109,2025-01-01,2025,Information Technology,Data Analyst,0,0.40318302387267907,1,0.2
8110,2025-01-01,2025,Operations,Operations Executive,1,0.13513513513513514,0,0.2
8113,2025-01-01,2025,Information Technology,System Administrator,1,0.12382739212007504,0,0.2
8116,2025-01-01,2025,Human Resources,HR Manager,0,0.05102040816326531,0,0.2
8117,2025-01-01,2025,Operations,Operations Manager,0,0.1610337972166998,0,0.2
8119,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
8121,2025-01-01,2025,Finance,Accountant,0,0.1956521739130435,0,0.2
8123,2025-01-01,2025,Finance,Internal Auditor,0,0.06978233034571063,0,0.2
8125,2025-01-01,2025,Human Resources,HR Manager,0,0.33969465648854963,1,0.2
8126,2025-01-01,2025,Information Technology,Data Analyst,0,0.0681453768038482,0,0.2
8129,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
8130,2025-01-01,2025,Human Resources,HR Executive,0,0.0935672514619883,0,0.2
8131,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
8136,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
8138,2025-01-01,2025,Marketing,Marketing Executive,0,0.5116959064327485,1,0.2
8139,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06978233034571063,0,0.2
8141,2025-01-01,2025,Finance,Accountant,0,0.05102040816326531,0,0.2
8147,2025-01-01,2025,Human Resources,Recruiter,1,0.1956521739130435,0,0.2
8149,2025-01-01,2025,Marketing,Marketing Manager,1,0.40318302387267907,1,0.2
8151,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
8155,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0935672514619883,0,0.2
8158,2025-01-01,2025,Finance,Financial Analyst,0,0.0681453768038482,0,0.2
8159,2025-01-01,2025,Information Technology,Software Engineer,0,0.21639344262295082,1,0.2
8160,2025-01-01,2025,Information Technology,System Administrator,1,0.11397627643115008,0,0.2
8163,2025-01-01,2025,Finance,Financial Analyst,1,0.1956521739130435,0,0.2
8165,2025-01-01,2025,Sales,Sales Supervisor,0,0.25663716814159293,1,0.2
8167,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1956521739130435,0,0.2
8170,2025-01-01,2025,Human Resources,HR Executive,0,0.25663716814159293,1,0.2
8171,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
8172,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
8173,2025-01-01,2025,Sales,Sales Executive,0,0.1956521739130435,0,0.2
8178,2025-01-01,2025,Operations,Operations Executive,0,0.1179245283018868,0,0.2
8179,2025-01-01,2025,Sales,Sales Executive,1,0.1956521739130435,0,0.2
8180,2025-01-01,2025,Information Technology,IT Support,0,0.21639344262295082,1,0.2
8181,2025-01-01,2025,Information Technology,QA Engineer,1,0.3035143769968051,1,0.2
8183,2025-01-01,2025,Sales,Sales Supervisor,1,0.0681453768038482,0,0.2
8185,2025-01-01,2025,Sales,Sales Representative,0,0.11397627643115008,0,0.2
8187,2025-01-01,2025,Marketing,Content Specialist,0,0.4198473282442748,1,0.2
8188,2025-01-01,2025,Sales,Sales Executive,1,0.35294117647058826,1,0.2
8189,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06978233034571063,0,0.2
8191,2025-01-01,2025,Sales,Sales Executive,0,0.05102040816326531,0,0.2
8192,2025-01-01,2025,Finance,Finance Manager,0,0.0681453768038482,0,0.2
8194,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
8198,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
8199,2025-01-01,2025,Information Technology,Data Analyst,0,0.05102040816326531,0,0.2
8206,2025-01-01,2025,Sales,Sales Executive,0,0.15187376725838264,0,0.2
8207,2025-01-01,2025,Human Resources,HR Executive,0,0.21639344262295082,1,0.2
8209,2025-01-01,2025,Human Resources,C&B Specialist,0,0.12382739212007504,0,0.2
8211,2025-01-01,2025,Sales,Sales Representative,0,0.11397627643115008,0,0.2
8214,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
8220,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1179245283018868,0,0.2
8224,2025-01-01,2025,Information Technology,Data Analyst,0,0.13513513513513514,0,0.2
8228,2025-01-01,2025,Finance,Financial Analyst,0,0.0681453768038482,0,0.2
8235,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
8237,2025-01-01,2025,Sales,Sales Representative,0,0.0681453768038482,0,0.2
8239,2025-01-01,2025,Sales,Sales Executive,0,0.4198473282442748,1,0.2
8240,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
8241,2025-01-01,2025,Marketing,Content Specialist,0,0.1610337972166998,0,0.2
8242,2025-01-01,2025,Information Technology,Software Engineer,0,0.34782608695652173,1,0.2
8243,2025-01-01,2025,Information Technology,IT Support,0,0.13513513513513514,0,0.2
8249,2025-01-01,2025,Sales,Sales Representative,0,0.42701525054466233,1,0.2
8250,2025-01-01,2025,Operations,Operations Manager,0,0.1610337972166998,0,0.2
8259,2025-01-01,2025,Information Technology,QA Engineer,0,0.11397627643115008,0,0.2
8263,2025-01-01,2025,Sales,Sales Executive,0,0.21052631578947367,1,0.2
8264,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
8268,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
8271,2025-01-01,2025,Human Resources,Recruiter,0,0.22927879440258342,1,0.2
8272,2025-01-01,2025,Sales,Account Manager,0,0.22927879440258342,1,0.2
8273,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
8280,2025-01-01,2025,Finance,Financial Analyst,0,0.06978233034571063,0,0.2
8281,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07101167315175097,0,0.2
8282,2025-01-01,2025,Information Technology,Software Engineer,0,0.15979381443298968,0,0.2
8284,2025-01-01,2025,Human Resources,HR Manager,0,0.12382739212007504,0,0.2
8285,2025-01-01,2025,Information Technology,IT Support,0,0.12382739212007504,0,0.2
8286,2025-01-01,2025,Finance,Finance Manager,0,0.1179245283018868,0,0.2
8287,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
8288,2025-01-01,2025,Operations,Procurement Specialist,0,0.0935672514619883,0,0.2
8290,2025-01-01,2025,Finance,Finance Manager,0,0.22927879440258342,1,0.2
8292,2025-01-01,2025,Human Resources,HR Executive,0,0.07101167315175097,0,0.2
8295,2025-01-01,2025,Human Resources,C&B Specialist,1,0.13513513513513514,0,0.2
8300,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.0935672514619883,0,0.2
8308,2025-01-01,2025,Information Technology,System Administrator,0,0.12382739212007504,0,0.2
8310,2025-01-01,2025,Finance,Finance Manager,0,0.0935672514619883,0,0.2
8314,2025-01-01,2025,Sales,Sales Representative,1,0.3035143769968051,1,0.2
8319,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
8321,2025-01-01,2025,Sales,Sales Representative,0,0.1956521739130435,0,0.2
8323,2025-01-01,2025,Human Resources,HR Manager,0,0.1610337972166998,0,0.2
8324,2025-01-01,2025,Sales,Sales Supervisor,1,0.22927879440258342,1,0.2
8328,2025-01-01,2025,Marketing,Marketing Manager,0,0.3035143769968051,1,0.2
8331,2025-01-01,2025,Sales,Sales Representative,0,0.21052631578947367,1,0.2
8333,2025-01-01,2025,Operations,Procurement Specialist,0,0.29411764705882354,1,0.2
8334,2025-01-01,2025,Operations,Procurement Specialist,1,0.3035143769968051,1,0.2
8335,2025-01-01,2025,Information Technology,Data Analyst,0,0.0681453768038482,0,0.2
8338,2025-01-01,2025,Operations,Operations Executive,0,0.05102040816326531,0,0.2
8346,2025-01-01,2025,Information Technology,Software Engineer,0,0.15187376725838264,0,0.2
8347,2025-01-01,2025,Operations,Operations Manager,0,0.15979381443298968,0,0.2
8348,2025-01-01,2025,Sales,Sales Supervisor,0,0.3035143769968051,1,0.2
8352,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.12382739212007504,0,0.2
8354,2025-01-01,2025,Information Technology,Software Engineer,0,0.15187376725838264,0,0.2
8355,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
8358,2025-01-01,2025,Operations,Operations Manager,1,0.2777777777777778,1,0.2
8360,2025-01-01,2025,Sales,Sales Representative,0,0.0681453768038482,0,0.2
8361,2025-01-01,2025,Marketing,Content Specialist,0,0.1986970684039088,0,0.2
8363,2025-01-01,2025,Human Resources,HR Manager,0,0.0681453768038482,0,0.2
8365,2025-01-01,2025,Finance,Finance Manager,0,0.13513513513513514,0,0.2
8367,2025-01-01,2025,Sales,Sales Executive,0,0.05102040816326531,0,0.2
8368,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
8370,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
8372,2025-01-01,2025,Sales,Sales Supervisor,0,0.40318302387267907,1,0.2
8373,2025-01-01,2025,Human Resources,Recruiter,0,0.1610337972166998,0,0.2
8385,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
8387,2025-01-01,2025,Human Resources,HR Executive,0,0.06978233034571063,0,0.2
8388,2025-01-01,2025,Finance,Finance Manager,0,0.21639344262295082,1,0.2
8389,2025-01-01,2025,Sales,Sales Supervisor,1,0.5116959064327485,1,0.2
8391,2025-01-01,2025,Finance,Internal Auditor,0,0.1986970684039088,0,0.2
8392,2025-01-01,2025,Operations,Operations Manager,0,0.35294117647058826,1,0.2
8393,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1179245283018868,0,0.2
8396,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
8397,2025-01-01,2025,Operations,Operations Executive,0,0.3035143769968051,1,0.2
8399,2025-01-01,2025,Human Resources,HR Executive,0,0.0681453768038482,0,0.2
8407,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
8408,2025-01-01,2025,Marketing,Marketing Executive,1,0.03574033552151714,0,0.2
8413,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1610337972166998,0,0.2
8414,2025-01-01,2025,Sales,Sales Executive,1,0.15187376725838264,0,0.2
8415,2025-01-01,2025,Information Technology,System Administrator,0,0.15979381443298968,0,0.2
8416,2025-01-01,2025,Marketing,Marketing Manager,0,0.15187376725838264,0,0.2
8418,2025-01-01,2025,Finance,Accountant,0,0.1610337972166998,0,0.2
8419,2025-01-01,2025,Finance,Internal Auditor,0,0.05102040816326531,0,0.2
8420,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.05102040816326531,0,0.2
8423,2025-01-01,2025,Information Technology,IT Support,1,0.1956521739130435,0,0.2
8426,2025-01-01,2025,Human Resources,Recruiter,0,0.22927879440258342,1,0.2
8427,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.15187376725838264,0,0.2
8429,2025-01-01,2025,Marketing,Marketing Executive,0,0.32432432432432434,1,0.2
8430,2025-01-01,2025,Marketing,Content Specialist,0,0.2288135593220339,1,0.2
8431,2025-01-01,2025,Marketing,Marketing Manager,0,0.3035143769968051,1,0.2
8436,2025-01-01,2025,Human Resources,Recruiter,0,0.1610337972166998,0,0.2
8438,2025-01-01,2025,Sales,Sales Executive,0,0.05102040816326531,0,0.2
8442,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
8443,2025-01-01,2025,Information Technology,IT Support,0,0.15187376725838264,0,0.2
8444,2025-01-01,2025,Marketing,Marketing Executive,0,0.1956521739130435,0,0.2
8446,2025-01-01,2025,Human Resources,HR Executive,0,0.29411764705882354,1,0.2
8447,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.3035143769968051,1,0.2
8450,2025-01-01,2025,Marketing,Content Specialist,0,0.35294117647058826,1,0.2
8457,2025-01-01,2025,Marketing,Marketing Executive,1,0.35294117647058826,1,0.2
8460,2025-01-01,2025,Sales,Sales Supervisor,0,0.13513513513513514,0,0.2
8461,2025-01-01,2025,Marketing,Marketing Executive,0,0.0935672514619883,0,0.2
8463,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
8466,2025-01-01,2025,Operations,Operations Manager,0,0.1956521739130435,0,0.2
8467,2025-01-01,2025,Operations,Operations Manager,0,0.21052631578947367,1,0.2
8470,2025-01-01,2025,Human Resources,Recruiter,0,0.15187376725838264,0,0.2
8472,2025-01-01,2025,Marketing,Marketing Executive,0,0.11397627643115008,0,0.2
8473,2025-01-01,2025,Marketing,Content Specialist,0,0.1179245283018868,0,0.2
8474,2025-01-01,2025,Operations,Operations Executive,0,0.11397627643115008,0,0.2
8480,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
8481,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
8483,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0935672514619883,0,0.2
8488,2025-01-01,2025,Marketing,Marketing Manager,1,0.42701525054466233,1,0.2
8490,2025-01-01,2025,Operations,Procurement Specialist,1,0.1610337972166998,0,0.2
8494,2025-01-01,2025,Operations,Procurement Specialist,0,0.42701525054466233,1,0.2
8495,2025-01-01,2025,Marketing,Content Specialist,0,0.1956521739130435,0,0.2
8498,2025-01-01,2025,Finance,Accountant,0,0.15187376725838264,0,0.2
8499,2025-01-01,2025,Marketing,Marketing Manager,0,0.15979381443298968,0,0.2
8500,2025-01-01,2025,Operations,Operations Manager,0,0.29411764705882354,1,0.2
8501,2025-01-01,2025,Human Resources,Recruiter,0,0.35294117647058826,1,0.2
8506,2025-01-01,2025,Operations,Operations Executive,0,0.0935672514619883,0,0.2
8508,2025-01-01,2025,Marketing,Content Specialist,1,0.0935672514619883,0,0.2
8509,2025-01-01,2025,Human Resources,HR Manager,0,0.2163265306122449,1,0.2
8511,2025-01-01,2025,Information Technology,Software Engineer,0,0.1956521739130435,0,0.2
8512,2025-01-01,2025,Information Technology,QA Engineer,1,0.21052631578947367,1,0.2
8514,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
8515,2025-01-01,2025,Sales,Sales Executive,0,0.0935672514619883,0,0.2
8516,2025-01-01,2025,Human Resources,HR Executive,0,0.03816793893129771,0,0.2
8517,2025-01-01,2025,Operations,Operations Manager,1,0.1956521739130435,0,0.2
8518,2025-01-01,2025,Human Resources,HR Executive,0,0.12382739212007504,0,0.2
8519,2025-01-01,2025,Finance,Financial Analyst,0,0.0681453768038482,0,0.2
8520,2025-01-01,2025,Operations,Operations Manager,1,0.2288135593220339,1,0.2
8523,2025-01-01,2025,Sales,Sales Representative,0,0.21639344262295082,1,0.2
8524,2025-01-01,2025,Marketing,Marketing Manager,0,0.1179245283018868,0,0.2
8526,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
8528,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
8533,2025-01-01,2025,Finance,Financial Analyst,0,0.1179245283018868,0,0.2
8535,2025-01-01,2025,Sales,Account Manager,0,0.32432432432432434,1,0.2
8541,2025-01-01,2025,Operations,Operations Manager,1,0.1610337972166998,0,0.2
8543,2025-01-01,2025,Sales,Sales Representative,0,0.0935672514619883,0,0.2
8546,2025-01-01,2025,Finance,Internal Auditor,0,0.35714285714285715,1,0.2
8547,2025-01-01,2025,Sales,Sales Representative,0,0.33969465648854963,1,0.2
8551,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
8553,2025-01-01,2025,Finance,Finance Manager,0,0.0681453768038482,0,0.2
8554,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
8555,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0681453768038482,0,0.2
8556,2025-01-01,2025,Finance,Accountant,0,0.12382739212007504,0,0.2
8557,2025-01-01,2025,Marketing,Content Specialist,1,0.2288135593220339,1,0.2
8558,2025-01-01,2025,Sales,Sales Supervisor,0,0.15187376725838264,0,0.2
