MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec
7948,2025-01-01,2025,Marketing,Marketing Executive,0,0.15881523036969622,1
7953,2025-01-01,2025,Human Resources,Recruiter,0,0.06454196429723216,0
7954,2025-01-01,2025,Human Resources,HR Executive,0,0.22229380619921985,1
7956,2025-01-01,2025,Finance,Internal Auditor,0,0.3055370848006087,1
7958,2025-01-01,2025,Finance,Finance Manager,0,0.05950812169216463,0
7960,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11803179764661115,0
7961,2025-01-01,2025,Human Resources,Recruiter,0,0.21271934832593895,1
7963,2025-01-01,2025,Finance,Accountant,0,0.12632745047594457,0
7964,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.2991239719158794,1
7967,2025-01-01,2025,Information Technology,Data Analyst,1,0.27882485190808315,1
7969,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.2244639153721145,1
7970,2025-01-01,2025,Human Resources,HR Manager,1,0.04742024143791891,0
7974,2025-01-01,2025,Finance,Accountant,0,0.17131080435497442,1
7975,2025-01-01,2025,Human Resources,HR Manager,0,0.08841881270144661,0
7977,2025-01-01,2025,Operations,Operations Manager,1,0.23628534058428727,1
7978,2025-01-01,2025,Information Technology,Data Analyst,0,0.23642218067631937,1
7980,2025-01-01,2025,Information Technology,QA Engineer,0,0.2094206358700113,1
7984,2025-01-01,2025,Human Resources,C&B Specialist,1,0.23222432986367236,1
7988,2025-01-01,2025,Sales,Account Manager,0,0.14590444409742248,0
7990,2025-01-01,2025,Operations,Procurement Specialist,0,0.18765918747394308,1
7991,2025-01-01,2025,Information Technology,IT Support,1,0.1215771255930221,0
7994,2025-01-01,2025,Human Resources,HR Manager,0,0.1872547929300221,1
7995,2025-01-01,2025,Finance,Accountant,0,0.04667182729514001,0
7997,2025-01-01,2025,Marketing,Content Specialist,0,0.03907102989406347,0
7999,2025-01-01,2025,Sales,Sales Executive,0,0.2542679096810588,1
8000,2025-01-01,2025,Finance,Finance Manager,0,0.32993634400884797,1
8004,2025-01-01,2025,Operations,Procurement Specialist,0,0.11578493241553996,0
8007,2025-01-01,2025,Sales,Sales Executive,0,0.02828930764659583,0
8008,2025-01-01,2025,Sales,Sales Executive,0,0.21096013621766424,1
8009,2025-01-01,2025,Sales,Sales Executive,1,0.19896906400250358,1
8011,2025-01-01,2025,Sales,Sales Representative,0,0.1368704783105736,0
8013,2025-01-01,2025,Sales,Sales Executive,0,0.11458132476299136,0
8015,2025-01-01,2025,Human Resources,Recruiter,0,0.09506135323907908,0
8017,2025-01-01,2025,Sales,Sales Executive,0,0.0867546883767127,0
8019,2025-01-01,2025,Operations,Operations Manager,1,0.3726954255783457,1
8020,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11889108622234723,0
8026,2025-01-01,2025,Sales,Sales Executive,0,0.155964117454773,0
8028,2025-01-01,2025,Human Resources,Recruiter,0,0.3272312550989872,1
8029,2025-01-01,2025,Information Technology,IT Support,0,0.08810968037690933,0
8032,2025-01-01,2025,Sales,Sales Supervisor,0,0.15769006985475506,1
8033,2025-01-01,2025,Information Technology,System Administrator,1,0.11203661632875722,0
8037,2025-01-01,2025,Human Resources,HR Executive,0,0.17223945262051285,1
8038,2025-01-01,2025,Information Technology,QA Engineer,0,0.2872091363197422,1
8047,2025-01-01,2025,Marketing,Marketing Manager,0,0.06466679574932255,0
8048,2025-01-01,2025,Finance,Finance Manager,0,0.04655255366423768,0
8052,2025-01-01,2025,Operations,Procurement Specialist,0,0.20001913040458363,1
8059,2025-01-01,2025,Sales,Sales Executive,0,0.09930194408995323,0
8060,2025-01-01,2025,Human Resources,Recruiter,0,0.11716935656654233,0
8062,2025-01-01,2025,Operations,Operations Executive,0,0.05443078025899924,0
8065,2025-01-01,2025,Operations,Operations Manager,0,0.175886493947595,1
8067,2025-01-01,2025,Human Resources,HR Executive,0,0.22719331628254794,1
8069,2025-01-01,2025,Sales,Sales Executive,0,0.08726193040800485,0
8073,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06887391712622884,0
8074,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.24754377025623173,1
8077,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.10604711969638152,0
8079,2025-01-01,2025,Sales,Account Manager,0,0.12322967843770904,0
8081,2025-01-01,2025,Sales,Account Manager,0,0.06314415058565825,0
8082,2025-01-01,2025,Information Technology,Data Analyst,0,0.1194132812942238,0
8089,2025-01-01,2025,Finance,Internal Auditor,0,0.37973336899313603,1
8093,2025-01-01,2025,Human Resources,Recruiter,0,0.0539640574832308,0
8094,2025-01-01,2025,Information Technology,QA Engineer,0,0.1364191170574103,0
8096,2025-01-01,2025,Operations,Operations Manager,0,0.09571407018214688,0
8098,2025-01-01,2025,Information Technology,IT Support,0,0.10658791152056936,0
8101,2025-01-01,2025,Information Technology,Software Engineer,0,0.1261088888981547,0
8104,2025-01-01,2025,Operations,Operations Executive,0,0.1223070591902348,0
8105,2025-01-01,2025,Finance,Accountant,0,0.12271166481152918,0
8107,2025-01-01,2025,Marketing,Marketing Manager,0,0.10745438137356858,0
8109,2025-01-01,2025,Information Technology,Data Analyst,0,0.24406683860699643,1
8110,2025-01-01,2025,Operations,Operations Executive,1,0.08518216354912687,0
8113,2025-01-01,2025,Information Technology,System Administrator,1,0.16469860462936492,1
8116,2025-01-01,2025,Human Resources,HR Manager,0,0.12870230816178432,0
8117,2025-01-01,2025,Operations,Operations Manager,0,0.16361564554815464,1
8119,2025-01-01,2025,Marketing,Content Specialist,0,0.062094862329521536,0
8121,2025-01-01,2025,Finance,Accountant,0,0.1442717451156375,0
8123,2025-01-01,2025,Finance,Internal Auditor,0,0.06398612017416994,0
8125,2025-01-01,2025,Human Resources,HR Manager,0,0.16637097057557101,1
8126,2025-01-01,2025,Information Technology,Data Analyst,0,0.11065484596005,0
8129,2025-01-01,2025,Marketing,Marketing Manager,0,0.09546122999057699,0
8130,2025-01-01,2025,Human Resources,HR Executive,0,0.15145171933154802,0
8131,2025-01-01,2025,Sales,Sales Supervisor,0,0.0650773441431477,0
8136,2025-01-01,2025,Sales,Sales Supervisor,0,0.06826577528732639,0
8138,2025-01-01,2025,Marketing,Marketing Executive,0,0.2649679926498144,1
8139,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1141175210839745,0
8141,2025-01-01,2025,Finance,Accountant,0,0.039452161323079896,0
8147,2025-01-01,2025,Human Resources,Recruiter,1,0.16488185071179995,1
8149,2025-01-01,2025,Marketing,Marketing Manager,1,0.2599070085573868,1
8151,2025-01-01,2025,Information Technology,Software Engineer,0,0.0771604699606239,0
8155,2025-01-01,2025,Human Resources,C&B Specialist,0,0.199319917433806,1
8158,2025-01-01,2025,Finance,Financial Analyst,0,0.09219713160574333,0
8159,2025-01-01,2025,Information Technology,Software Engineer,0,0.20111852996328972,1
8160,2025-01-01,2025,Information Technology,System Administrator,1,0.10749659102889919,0
8163,2025-01-01,2025,Finance,Financial Analyst,1,0.1617355495236115,1
8165,2025-01-01,2025,Sales,Sales Supervisor,0,0.17125260070144385,1
8167,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.14637449239416148,0
8170,2025-01-01,2025,Human Resources,HR Executive,0,0.09111148000220363,0
8171,2025-01-01,2025,Information Technology,Software Engineer,0,0.09265293760450978,0
8172,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05007681832562966,0
8173,2025-01-01,2025,Sales,Sales Executive,0,0.11545730074833299,0
8178,2025-01-01,2025,Operations,Operations Executive,0,0.10983544962792186,0
8179,2025-01-01,2025,Sales,Sales Executive,1,0.12182532453604163,0
8180,2025-01-01,2025,Information Technology,IT Support,0,0.21163954160819648,1
8181,2025-01-01,2025,Information Technology,QA Engineer,1,0.18158208131601156,1
8183,2025-01-01,2025,Sales,Sales Supervisor,1,0.09815957666777968,0
8185,2025-01-01,2025,Sales,Sales Representative,0,0.12984185338408788,0
8187,2025-01-01,2025,Marketing,Content Specialist,0,0.2550419840112359,1
8188,2025-01-01,2025,Sales,Sales Executive,1,0.20859750092066498,1
8189,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08059846705044761,0
8191,2025-01-01,2025,Sales,Sales Executive,0,0.09030354119427902,0
8192,2025-01-01,2025,Finance,Finance Manager,0,0.11630991502549866,0
8194,2025-01-01,2025,Sales,Sales Supervisor,0,0.08960644733244644,0
8198,2025-01-01,2025,Information Technology,Software Engineer,0,0.09083722646044268,0
8199,2025-01-01,2025,Information Technology,Data Analyst,0,0.11491782117152605,0
8206,2025-01-01,2025,Sales,Sales Executive,0,0.14530686789784256,0
8207,2025-01-01,2025,Human Resources,HR Executive,0,0.16867912828168272,1
8209,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06063440569237855,0
8211,2025-01-01,2025,Sales,Sales Representative,0,0.15962953899280147,1
8214,2025-01-01,2025,Finance,Accountant,0,0.0562242454129188,0
8220,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09072628585456129,0
8224,2025-01-01,2025,Information Technology,Data Analyst,0,0.13373006860618528,0
8228,2025-01-01,2025,Finance,Financial Analyst,0,0.06038917003478323,0
8235,2025-01-01,2025,Sales,Sales Executive,0,0.10303385927438916,0
8237,2025-01-01,2025,Sales,Sales Representative,0,0.10718131302064993,0
8239,2025-01-01,2025,Sales,Sales Executive,0,0.19138950097761184,1
8240,2025-01-01,2025,Marketing,Marketing Manager,0,0.06784476557200758,0
8241,2025-01-01,2025,Marketing,Content Specialist,0,0.20543008837521567,1
8242,2025-01-01,2025,Information Technology,Software Engineer,0,0.07770358734389249,0
8243,2025-01-01,2025,Information Technology,IT Support,0,0.11928846640357962,0
8249,2025-01-01,2025,Sales,Sales Representative,0,0.2977615206211728,1
8250,2025-01-01,2025,Operations,Operations Manager,0,0.17614832346436393,1
8259,2025-01-01,2025,Information Technology,QA Engineer,0,0.10949254707818831,0
8263,2025-01-01,2025,Sales,Sales Executive,0,0.09735873279678271,0
8264,2025-01-01,2025,Sales,Account Manager,0,0.09106920994227242,0
8268,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06298698425709962,0
8271,2025-01-01,2025,Human Resources,Recruiter,0,0.16442556036893985,1
8272,2025-01-01,2025,Sales,Account Manager,0,0.1818907651146203,1
8273,2025-01-01,2025,Marketing,Marketing Executive,0,0.08905493110023621,0
8280,2025-01-01,2025,Finance,Financial Analyst,0,0.1327184122595091,0
8281,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09071358561829518,0
8282,2025-01-01,2025,Information Technology,Software Engineer,0,0.12413131109864392,0
8284,2025-01-01,2025,Human Resources,HR Manager,0,0.10252590189838194,0
8285,2025-01-01,2025,Information Technology,IT Support,0,0.05831587054041811,0
8286,2025-01-01,2025,Finance,Finance Manager,0,0.08888293364233511,0
8287,2025-01-01,2025,Finance,Accountant,0,0.09536840549752695,0
8288,2025-01-01,2025,Operations,Procurement Specialist,0,0.05094008563607046,0
8290,2025-01-01,2025,Finance,Finance Manager,0,0.2460809871548038,1
8292,2025-01-01,2025,Human Resources,HR Executive,0,0.09881967330310584,0
8295,2025-01-01,2025,Human Resources,C&B Specialist,1,0.1845656819817161,1
8300,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.15042944798112762,0
8308,2025-01-01,2025,Information Technology,System Administrator,0,0.10528276840691071,0
8310,2025-01-01,2025,Finance,Finance Manager,0,0.10745570775497913,0
8314,2025-01-01,2025,Sales,Sales Representative,1,0.2137897958123462,1
8319,2025-01-01,2025,Information Technology,Software Engineer,0,0.1402654615306922,0
8321,2025-01-01,2025,Sales,Sales Representative,0,0.18681826249569183,1
8323,2025-01-01,2025,Human Resources,HR Manager,0,0.1120781601977648,0
8324,2025-01-01,2025,Sales,Sales Supervisor,1,0.24617295187770868,1
8328,2025-01-01,2025,Marketing,Marketing Manager,0,0.31794026819154025,1
8331,2025-01-01,2025,Sales,Sales Representative,0,0.18226613197580321,1
8333,2025-01-01,2025,Operations,Procurement Specialist,0,0.31660945609743074,1
8334,2025-01-01,2025,Operations,Procurement Specialist,1,0.21957886051015044,1
8335,2025-01-01,2025,Information Technology,Data Analyst,0,0.06588930696716845,0
8338,2025-01-01,2025,Operations,Operations Executive,0,0.07516870388168495,0
8346,2025-01-01,2025,Information Technology,Software Engineer,0,0.11891261265843343,0
8347,2025-01-01,2025,Operations,Operations Manager,0,0.09286646174139863,0
8348,2025-01-01,2025,Sales,Sales Supervisor,0,0.26821632788985955,1
8352,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13092254193246342,0
8354,2025-01-01,2025,Information Technology,Software Engineer,0,0.14890030615781086,0
8355,2025-01-01,2025,Marketing,Marketing Manager,0,0.01810386552542661,0
8358,2025-01-01,2025,Operations,Operations Manager,1,0.1539567598375376,0
8360,2025-01-01,2025,Sales,Sales Representative,0,0.09217317880150945,0
8361,2025-01-01,2025,Marketing,Content Specialist,0,0.158030795509102,1
8363,2025-01-01,2025,Human Resources,HR Manager,0,0.06737299660022822,0
8365,2025-01-01,2025,Finance,Finance Manager,0,0.10524515792052504,0
8367,2025-01-01,2025,Sales,Sales Executive,0,0.05709816344807315,0
8368,2025-01-01,2025,Operations,Procurement Specialist,0,0.0492320375555003,0
8370,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07455275252609207,0
8372,2025-01-01,2025,Sales,Sales Supervisor,0,0.4433577277668548,1
8373,2025-01-01,2025,Human Resources,Recruiter,0,0.20352803578561318,1
8385,2025-01-01,2025,Marketing,Marketing Manager,0,0.060710288826887754,0
8387,2025-01-01,2025,Human Resources,HR Executive,0,0.11606452115753155,0
8388,2025-01-01,2025,Finance,Finance Manager,0,0.10385271694862185,0
8389,2025-01-01,2025,Sales,Sales Supervisor,1,0.35112018344441653,1
8391,2025-01-01,2025,Finance,Internal Auditor,0,0.12123821261328478,0
8392,2025-01-01,2025,Operations,Operations Manager,0,0.1893576225794827,1
8393,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08042026060395639,0
8396,2025-01-01,2025,Marketing,Marketing Executive,0,0.04647077273661259,0
8397,2025-01-01,2025,Operations,Operations Executive,0,0.20658398734619138,1
8399,2025-01-01,2025,Human Resources,HR Executive,0,0.08450274025243967,0
8407,2025-01-01,2025,Marketing,Content Specialist,0,0.08733634208703855,0
8408,2025-01-01,2025,Marketing,Marketing Executive,1,0.07906396301750336,0
8413,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.12232766330481187,0
8414,2025-01-01,2025,Sales,Sales Executive,1,0.11020201688182639,0
8415,2025-01-01,2025,Information Technology,System Administrator,0,0.22857087996755665,1
8416,2025-01-01,2025,Marketing,Marketing Manager,0,0.15179870382931626,0
8418,2025-01-01,2025,Finance,Accountant,0,0.06837114643431981,0
8419,2025-01-01,2025,Finance,Internal Auditor,0,0.06877773386116341,0
8420,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07452073190815031,0
8423,2025-01-01,2025,Information Technology,IT Support,1,0.14533337119612322,0
8426,2025-01-01,2025,Human Resources,Recruiter,0,0.21833108044885122,1
8427,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.09736153477706926,0
8429,2025-01-01,2025,Marketing,Marketing Executive,0,0.2222702137099994,1
8430,2025-01-01,2025,Marketing,Content Specialist,0,0.13833780723291336,0
8431,2025-01-01,2025,Marketing,Marketing Manager,0,0.21535159536203333,1
8436,2025-01-01,2025,Human Resources,Recruiter,0,0.18326423943515258,1
8438,2025-01-01,2025,Sales,Sales Executive,0,0.04897588802589743,0
8442,2025-01-01,2025,Sales,Sales Executive,0,0.06805772405642477,0
8443,2025-01-01,2025,Information Technology,IT Support,0,0.10928330245358907,0
8444,2025-01-01,2025,Marketing,Marketing Executive,0,0.28443514166489053,1
8446,2025-01-01,2025,Human Resources,HR Executive,0,0.22615340268008824,1
8447,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.1507520779937166,0
8450,2025-01-01,2025,Marketing,Content Specialist,0,0.15718625585677024,0
8457,2025-01-01,2025,Marketing,Marketing Executive,1,0.21862630883239056,1
8460,2025-01-01,2025,Sales,Sales Supervisor,0,0.1688783379700545,1
8461,2025-01-01,2025,Marketing,Marketing Executive,0,0.11734117657966169,0
8463,2025-01-01,2025,Information Technology,Software Engineer,0,0.0871482308239608,0
8466,2025-01-01,2025,Operations,Operations Manager,0,0.21637901812272792,1
8467,2025-01-01,2025,Operations,Operations Manager,0,0.30652238936024223,1
8470,2025-01-01,2025,Human Resources,Recruiter,0,0.1221615090903505,0
8472,2025-01-01,2025,Marketing,Marketing Executive,0,0.11795902539805556,0
8473,2025-01-01,2025,Marketing,Content Specialist,0,0.07346398725903017,0
8474,2025-01-01,2025,Operations,Operations Executive,0,0.1424032083082825,0
8480,2025-01-01,2025,Operations,Procurement Specialist,0,0.06078278565589591,0
8481,2025-01-01,2025,Sales,Sales Executive,0,0.11096426780430119,0
8483,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10314019626194501,0
8488,2025-01-01,2025,Marketing,Marketing Manager,1,0.27560419492004945,1
8490,2025-01-01,2025,Operations,Procurement Specialist,1,0.12004342256270886,0
8494,2025-01-01,2025,Operations,Procurement Specialist,0,0.29988471684033124,1
8495,2025-01-01,2025,Marketing,Content Specialist,0,0.1904030582186447,1
8498,2025-01-01,2025,Finance,Accountant,0,0.13738845451862006,0
8499,2025-01-01,2025,Marketing,Marketing Manager,0,0.0675605315031059,0
8500,2025-01-01,2025,Operations,Operations Manager,0,0.23569344922988605,1
8501,2025-01-01,2025,Human Resources,Recruiter,0,0.1982854732270516,1
8506,2025-01-01,2025,Operations,Operations Executive,0,0.09427527245131787,0
8508,2025-01-01,2025,Marketing,Content Specialist,1,0.1634791691158068,1
8509,2025-01-01,2025,Human Resources,HR Manager,0,0.11573276139723182,0
8511,2025-01-01,2025,Information Technology,Software Engineer,0,0.20607439626874707,1
8512,2025-01-01,2025,Information Technology,QA Engineer,1,0.18449564119792847,1
8514,2025-01-01,2025,Operations,Procurement Specialist,0,0.06323769714045437,0
8515,2025-01-01,2025,Sales,Sales Executive,0,0.16552671608938233,1
8516,2025-01-01,2025,Human Resources,HR Executive,0,0.12449164543278685,0
8517,2025-01-01,2025,Operations,Operations Manager,1,0.22529680476287461,1
8518,2025-01-01,2025,Human Resources,HR Executive,0,0.12090778293099566,0
8519,2025-01-01,2025,Finance,Financial Analyst,0,0.08946027461712529,0
8520,2025-01-01,2025,Operations,Operations Manager,1,0.15165031804867854,0
8523,2025-01-01,2025,Sales,Sales Representative,0,0.16272012142779882,1
8524,2025-01-01,2025,Marketing,Marketing Manager,0,0.09170386192674967,0
8526,2025-01-01,2025,Marketing,Marketing Manager,0,0.061690556507526716,0
8528,2025-01-01,2025,Sales,Sales Supervisor,0,0.08790995638699468,0
8533,2025-01-01,2025,Finance,Financial Analyst,0,0.10878037127563459,0
8535,2025-01-01,2025,Sales,Account Manager,0,0.17637279829874292,1
8541,2025-01-01,2025,Operations,Operations Manager,1,0.1701426304274668,1
8543,2025-01-01,2025,Sales,Sales Representative,0,0.18847651929194725,1
8546,2025-01-01,2025,Finance,Internal Auditor,0,0.12229200004207645,0
8547,2025-01-01,2025,Sales,Sales Representative,0,0.14140213310131491,0
8551,2025-01-01,2025,Operations,Operations Executive,0,0.13742277699944164,0
8553,2025-01-01,2025,Finance,Finance Manager,0,0.06895404709865452,0
8554,2025-01-01,2025,Finance,Accountant,0,0.056508640488985185,0
8555,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08790422289106252,0
8556,2025-01-01,2025,Finance,Accountant,0,0.10955932126178991,0
8557,2025-01-01,2025,Marketing,Content Specialist,1,0.14944750551243652,0
8558,2025-01-01,2025,Sales,Sales Supervisor,0,0.10759615354785511,0
8561,2025-01-01,2025,Information Technology,QA Engineer,0,0.17045849521743278,1
8562,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08832217326300282,0
8563,2025-01-01,2025,Finance,Finance Manager,0,0.06550456560904723,0
8567,2025-01-01,2025,Information Technology,QA Engineer,0,0.21516384553338555,1
8568,2025-01-01,2025,Sales,Account Manager,0,0.12111878912674433,0
8573,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.14816214599903654,0
8579,2025-01-01,2025,Sales,Sales Executive,1,0.09407387891141247,0
8583,2025-01-01,2025,Human Resources,HR Executive,0,0.20825776696146123,1
8584,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.0291875702171611,0
8587,2025-01-01,2025,Finance,Internal Auditor,0,0.1297494705867557,0
8592,2025-01-01,2025,Human Resources,Recruiter,0,0.11796900485568514,0
8593,2025-01-01,2025,Human Resources,Recruiter,0,0.09350731684752499,0
8600,2025-01-01,2025,Finance,Internal Auditor,0,0.05706683726854509,0
8603,2025-01-01,2025,Information Technology,System Administrator,0,0.1994439678624501,1
8609,2025-01-01,2025,Finance,Finance Manager,0,0.1743990380901841,1
8613,2025-01-01,2025,Finance,Accountant,0,0.24638715101518982,1
8614,2025-01-01,2025,Operations,Operations Executive,0,0.09780098744027967,0
8620,2025-01-01,2025,Finance,Internal Auditor,0,0.06279614160205406,0
8625,2025-01-01,2025,Marketing,Content Specialist,0,0.1380479109709578,0
8626,2025-01-01,2025,Marketing,Content Specialist,0,0.11285535155407525,0
8627,2025-01-01,2025,Marketing,Content Specialist,0,0.06992002096301357,0
8631,2025-01-01,2025,Human Resources,Recruiter,0,0.14263355917945159,0
8633,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11428376929319152,0
8634,2025-01-01,2025,Information Technology,IT Support,0,0.07789791317977439,0
8635,2025-01-01,2025,Marketing,Marketing Executive,0,0.07373318088789203,0
8636,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07997094394924087,0
8637,2025-01-01,2025,Sales,Account Manager,0,0.198704663026202,1
8638,2025-01-01,2025,Operations,Operations Executive,0,0.12251323687926992,0
8639,2025-01-01,2025,Marketing,Content Specialist,0,0.09629556953585633,0
8645,2025-01-01,2025,Sales,Sales Supervisor,0,0.12073026451577415,0
8647,2025-01-01,2025,Marketing,Marketing Executive,0,0.11269087664628535,0
8648,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0869097857845603,0
8650,2025-01-01,2025,Information Technology,Data Analyst,0,0.1201876449541145,0
8651,2025-01-01,2025,Marketing,Marketing Executive,0,0.07566215958899487,0
8657,2025-01-01,2025,Sales,Sales Representative,0,0.10961245223608834,0
8658,2025-01-01,2025,Sales,Sales Supervisor,0,0.0749021076996212,0
8659,2025-01-01,2025,Finance,Financial Analyst,0,0.1342605458281937,0
8660,2025-01-01,2025,Operations,Procurement Specialist,0,0.07688312667144226,0
8662,2025-01-01,2025,Sales,Sales Supervisor,0,0.0835927941942165,0
8665,2025-01-01,2025,Finance,Internal Auditor,0,0.17222760334611356,1
8667,2025-01-01,2025,Human Resources,HR Manager,1,0.16092209366865756,1
8671,2025-01-01,2025,Sales,Sales Representative,0,0.028422209105549982,0
8672,2025-01-01,2025,Sales,Sales Executive,0,0.04667758192755713,0
8678,2025-01-01,2025,Finance,Financial Analyst,0,0.0976466011745695,0
8684,2025-01-01,2025,Finance,Internal Auditor,0,0.09073363090108078,0
8685,2025-01-01,2025,Marketing,Marketing Manager,0,0.05788195841001075,0
8686,2025-01-01,2025,Information Technology,IT Support,0,0.0934578532889804,0
8688,2025-01-01,2025,Operations,Operations Executive,1,0.273564731052988,1
8693,2025-01-01,2025,Information Technology,Data Analyst,1,0.1293822920884467,0
8695,2025-01-01,2025,Finance,Internal Auditor,1,0.23981769323025168,1
8696,2025-01-01,2025,Finance,Finance Manager,0,0.0467695579466047,0
8697,2025-01-01,2025,Sales,Account Manager,0,0.186528544659054,1
8698,2025-01-01,2025,Marketing,Marketing Manager,0,0.02966570639665886,0
8699,2025-01-01,2025,Information Technology,IT Support,0,0.050784341493187925,0
8700,2025-01-01,2025,Sales,Account Manager,1,0.1531670205563506,0
8703,2025-01-01,2025,Operations,Operations Manager,0,0.10404384185752177,0
8705,2025-01-01,2025,Information Technology,Software Engineer,0,0.18632494221998291,1
8706,2025-01-01,2025,Finance,Financial Analyst,0,0.1438424065298175,0
8708,2025-01-01,2025,Information Technology,Data Analyst,0,0.2259077904657077,1
8709,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06058831266926731,0
8717,2025-01-01,2025,Information Technology,System Administrator,1,0.23115507957094458,1
8718,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.09072047992517772,0
8719,2025-01-01,2025,Sales,Sales Representative,0,0.08581157642412371,0
8720,2025-01-01,2025,Information Technology,QA Engineer,1,0.1788638845171375,1
8721,2025-01-01,2025,Sales,Sales Executive,1,0.11656096931986368,0
8725,2025-01-01,2025,Finance,Financial Analyst,0,0.16531758926913293,1
8731,2025-01-01,2025,Human Resources,HR Executive,0,0.13211929616156362,0
8734,2025-01-01,2025,Marketing,Content Specialist,0,0.10985701865830336,0
8739,2025-01-01,2025,Operations,Operations Manager,0,0.06198461396400079,0
8741,2025-01-01,2025,Sales,Account Manager,0,0.08430917267142035,0
8743,2025-01-01,2025,Information Technology,System Administrator,0,0.08974759786109046,0
8754,2025-01-01,2025,Finance,Accountant,0,0.07578489356849079,0
8758,2025-01-01,2025,Human Resources,Recruiter,0,0.12143864552391391,0
8759,2025-01-01,2025,Operations,Operations Executive,0,0.04795425411573929,0
8760,2025-01-01,2025,Human Resources,Recruiter,0,0.0828804435141999,0
8763,2025-01-01,2025,Marketing,Marketing Manager,0,0.056082348023289263,0
8766,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13408428296753436,0
8768,2025-01-01,2025,Human Resources,HR Manager,0,0.12179989913280645,0
8769,2025-01-01,2025,Operations,Operations Manager,0,0.10816985012111205,0
8771,2025-01-01,2025,Sales,Sales Representative,0,0.13782426662433678,0
8774,2025-01-01,2025,Sales,Sales Supervisor,0,0.11924680005630343,0
8775,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2277280226431596,1
8776,2025-01-01,2025,Marketing,Marketing Executive,0,0.2797944949672555,1
8777,2025-01-01,2025,Information Technology,Data Analyst,1,0.11617848668321669,0
8778,2025-01-01,2025,Sales,Sales Supervisor,1,0.17342269208514577,1
8779,2025-01-01,2025,Human Resources,HR Executive,0,0.08025228114787755,0
8780,2025-01-01,2025,Information Technology,QA Engineer,0,0.18972771787872428,1
8781,2025-01-01,2025,Human Resources,C&B Specialist,0,0.11185675741474742,0
8782,2025-01-01,2025,Human Resources,HR Executive,0,0.13426045395621103,0
8783,2025-01-01,2025,Sales,Sales Representative,0,0.05350461126704998,0
8784,2025-01-01,2025,Operations,Procurement Specialist,0,0.07234673733255163,0
8786,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06470399947176346,0
8787,2025-01-01,2025,Human Resources,HR Manager,0,0.2611242956345637,1
8789,2025-01-01,2025,Finance,Accountant,0,0.11054896900813373,0
8790,2025-01-01,2025,Finance,Financial Analyst,0,0.1593822920145065,1
8792,2025-01-01,2025,Information Technology,Software Engineer,0,0.052224074499111296,0
8796,2025-01-01,2025,Human Resources,C&B Specialist,0,0.2234150687424172,1
8798,2025-01-01,2025,Marketing,Marketing Executive,0,0.1558053978184843,0
8801,2025-01-01,2025,Information Technology,QA Engineer,1,0.15167570468762137,0
8803,2025-01-01,2025,Sales,Account Manager,0,0.06457349052581302,0
8811,2025-01-01,2025,Information Technology,System Administrator,0,0.09928469435496586,0
8813,2025-01-01,2025,Human Resources,C&B Specialist,0,0.20620590079446485,1
8818,2025-01-01,2025,Information Technology,QA Engineer,0,0.09396821006413426,0
8820,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.20666032368317735,1
8821,2025-01-01,2025,Operations,Operations Executive,0,0.3622482541674657,1
