MaNV,NgayThang,PhongBan,ChucDanh,ThucTeNghiViec,DuBaoNghiViec,XacSuatNghiViec,XacSuatNghiViecPct,MucRuiRo,Cluster,TenCum
8868,2025-01-01,Information Technology,Software Engineer,0,0,0.13338848395179995,13.34,Thap,2,It tham nien - Khoi luong cong viec thap
8873,2025-01-01,Operations,Warehouse Supervisor,0,1,0.17549791186515834,17.55,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8874,2025-01-01,Information Technology,Data Analyst,0,0,0.09305315261693552,9.31,Thap,0,Lau nam - thang tien cham
8875,2025-01-01,Marketing,Marketing Manager,0,0,0.14031015173991437,14.03,Thap,0,Lau nam - thang tien cham
8877,2025-01-01,Information Technology,System Administrator,0,1,0.2373513671030427,23.74,Trung binh,3,Cap bac cao - thu nhap cao
8878,2025-01-01,Information Technology,Data Analyst,0,0,0.07510214484179252,7.51,Thap,2,It tham nien - Khoi luong cong viec thap
8882,2025-01-01,Human Resources,Recruiter,0,0,0.07488365705553411,7.49,Thap,2,It tham nien - Khoi luong cong viec thap
8883,2025-01-01,Finance,Finance Manager,1,0,0.0955270334372142,9.55,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8887,2025-01-01,Sales,Sales Supervisor,0,0,0.15989037326056,15.99,Thap,2,It tham nien - Khoi luong cong viec thap
8890,2025-01-01,Information Technology,Software Engineer,0,0,0.15688898310448757,15.69,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8893,2025-01-01,Finance,Finance Manager,0,1,0.35055462222348277,35.06,Cao,1,Khoi luong cong viec cao - uu tien giu chan
8899,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.21480821332936398,21.48,Trung binh,0,Lau nam - thang tien cham
8900,2025-01-01,Human Resources,HR Executive,0,0,0.043636377743255815,4.36,Thap,2,It tham nien - Khoi luong cong viec thap
8907,2025-01-01,Operations,Warehouse Supervisor,0,1,0.18080924968528989,18.08,Trung binh,0,Lau nam - thang tien cham
8910,2025-01-01,Finance,Internal Auditor,0,1,0.18389271451455627,18.39,Trung binh,2,It tham nien - Khoi luong cong viec thap
8911,2025-01-01,Operations,Operations Executive,0,0,0.14480073477545458,14.48,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8912,2025-01-01,Operations,Operations Manager,0,1,0.2194362072144342,21.94,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8914,2025-01-01,Sales,Sales Representative,0,0,0.11380958837607043,11.38,Thap,0,Lau nam - thang tien cham
8915,2025-01-01,Sales,Account Manager,0,1,0.17491284522216932,17.49,Trung binh,2,It tham nien - Khoi luong cong viec thap
8916,2025-01-01,Finance,Financial Analyst,0,0,0.08701956506929308,8.7,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8917,2025-01-01,Sales,Sales Executive,0,0,0.09286137300370319,9.29,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8920,2025-01-01,Marketing,Content Specialist,0,0,0.1360672515518378,13.61,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8922,2025-01-01,Marketing,Content Specialist,0,1,0.18624330126699548,18.62,Trung binh,2,It tham nien - Khoi luong cong viec thap
8923,2025-01-01,Human Resources,Recruiter,0,0,0.12521321707183944,12.52,Thap,3,Cap bac cao - thu nhap cao
8927,2025-01-01,Finance,Internal Auditor,0,1,0.1862818393412236,18.63,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8928,2025-01-01,Sales,Account Manager,0,0,0.06448515488644536,6.45,Thap,2,It tham nien - Khoi luong cong viec thap
8929,2025-01-01,Human Resources,HR Executive,0,0,0.07365812932354909,7.37,Thap,2,It tham nien - Khoi luong cong viec thap
8934,2025-01-01,Marketing,Content Specialist,0,1,0.2092259263116185,20.92,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8938,2025-01-01,Marketing,Content Specialist,0,0,0.12378703277445294,12.38,Thap,2,It tham nien - Khoi luong cong viec thap
8939,2025-01-01,Human Resources,HR Executive,0,0,0.11618231468034883,11.62,Thap,0,Lau nam - thang tien cham
8944,2025-01-01,Marketing,Content Specialist,0,0,0.10551408418387048,10.55,Thap,2,It tham nien - Khoi luong cong viec thap
8945,2025-01-01,Human Resources,HR Manager,0,1,0.23880872056387756,23.88,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8947,2025-01-01,Operations,Warehouse Supervisor,0,1,0.1946716052050603,19.47,Trung binh,2,It tham nien - Khoi luong cong viec thap
8948,2025-01-01,Information Technology,Software Engineer,1,0,0.09318840867299572,9.32,Thap,2,It tham nien - Khoi luong cong viec thap
8949,2025-01-01,Marketing,Content Specialist,0,0,0.12060892358560504,12.06,Thap,2,It tham nien - Khoi luong cong viec thap
8952,2025-01-01,Human Resources,HR Manager,0,0,0.1353340054389019,13.53,Thap,0,Lau nam - thang tien cham
8953,2025-01-01,Operations,Operations Manager,0,1,0.41685452927345806,41.69,Cao,1,Khoi luong cong viec cao - uu tien giu chan
8954,2025-01-01,Sales,Sales Supervisor,0,0,0.1401850231899091,14.02,Thap,2,It tham nien - Khoi luong cong viec thap
8957,2025-01-01,Information Technology,Software Engineer,0,0,0.09199670880266585,9.2,Thap,2,It tham nien - Khoi luong cong viec thap
8959,2025-01-01,Human Resources,C&B Specialist,0,0,0.103671441884093,10.37,Thap,3,Cap bac cao - thu nhap cao
8960,2025-01-01,Information Technology,Data Analyst,0,0,0.060055655182278136,6.01,Thap,2,It tham nien - Khoi luong cong viec thap
8962,2025-01-01,Sales,Sales Supervisor,1,0,0.09886735562869516,9.89,Thap,2,It tham nien - Khoi luong cong viec thap
8964,2025-01-01,Sales,Account Manager,0,1,0.21366843935045488,21.37,Trung binh,2,It tham nien - Khoi luong cong viec thap
8965,2025-01-01,Sales,Account Manager,0,0,0.11937512942597552,11.94,Thap,3,Cap bac cao - thu nhap cao
8967,2025-01-01,Sales,Sales Representative,0,0,0.09350606035282671,9.35,Thap,2,It tham nien - Khoi luong cong viec thap
8975,2025-01-01,Human Resources,HR Executive,0,0,0.09615951096479276,9.62,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8978,2025-01-01,Operations,Operations Manager,0,0,0.14545169940067953,14.55,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8980,2025-01-01,Marketing,Marketing Executive,0,1,0.20118697453796677,20.12,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8981,2025-01-01,Human Resources,HR Manager,0,0,0.07470810642263412,7.47,Thap,3,Cap bac cao - thu nhap cao
8982,2025-01-01,Information Technology,System Administrator,0,0,0.15736516430390682,15.74,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8983,2025-01-01,Finance,Internal Auditor,0,0,0.15365474533212525,15.37,Thap,2,It tham nien - Khoi luong cong viec thap
8984,2025-01-01,Operations,Operations Executive,0,0,0.15773671137018738,15.77,Thap,2,It tham nien - Khoi luong cong viec thap
8985,2025-01-01,Operations,Operations Executive,0,1,0.2531699891462304,25.32,Trung binh,2,It tham nien - Khoi luong cong viec thap
8986,2025-01-01,Human Resources,HR Manager,1,0,0.14784237905596176,14.78,Thap,2,It tham nien - Khoi luong cong viec thap
8990,2025-01-01,Marketing,Marketing Executive,0,0,0.08122850082784917,8.12,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8991,2025-01-01,Marketing,Marketing Manager,0,0,0.14066281224823665,14.07,Thap,1,Khoi luong cong viec cao - uu tien giu chan
8992,2025-01-01,Marketing,Content Specialist,0,1,0.23566332107636243,23.57,Trung binh,0,Lau nam - thang tien cham
8993,2025-01-01,Marketing,Content Specialist,0,0,0.13050366729637738,13.05,Thap,3,Cap bac cao - thu nhap cao
8995,2025-01-01,Finance,Financial Analyst,0,1,0.2080523601750181,20.81,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
8997,2025-01-01,Marketing,Marketing Executive,0,0,0.11685123365480142,11.69,Thap,3,Cap bac cao - thu nhap cao
8998,2025-01-01,Sales,Account Manager,0,0,0.07379646852992096,7.38,Thap,2,It tham nien - Khoi luong cong viec thap
9001,2025-01-01,Sales,Sales Supervisor,0,0,0.1043683599043886,10.44,Thap,2,It tham nien - Khoi luong cong viec thap
9004,2025-01-01,Finance,Accountant,0,1,0.21067269913178774,21.07,Trung binh,3,Cap bac cao - thu nhap cao
9005,2025-01-01,Information Technology,Software Engineer,0,0,0.12042211024798748,12.04,Thap,2,It tham nien - Khoi luong cong viec thap
9007,2025-01-01,Finance,Financial Analyst,0,1,0.1920301640365695,19.2,Trung binh,0,Lau nam - thang tien cham
9009,2025-01-01,Information Technology,Data Analyst,0,0,0.11490009327303177,11.49,Thap,3,Cap bac cao - thu nhap cao
9016,2025-01-01,Sales,Account Manager,0,1,0.21891190240534666,21.89,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9017,2025-01-01,Information Technology,Software Engineer,0,0,0.03757307149838036,3.76,Thap,2,It tham nien - Khoi luong cong viec thap
9018,2025-01-01,Sales,Account Manager,0,0,0.09483752368518707,9.48,Thap,2,It tham nien - Khoi luong cong viec thap
9020,2025-01-01,Operations,Operations Executive,0,1,0.22678243038771614,22.68,Trung binh,3,Cap bac cao - thu nhap cao
9023,2025-01-01,Sales,Sales Supervisor,0,1,0.23305376041551507,23.31,Trung binh,0,Lau nam - thang tien cham
9025,2025-01-01,Operations,Operations Executive,0,0,0.08421586545240695,8.42,Thap,3,Cap bac cao - thu nhap cao
9026,2025-01-01,Finance,Finance Manager,0,0,0.15104070458926044,15.1,Thap,3,Cap bac cao - thu nhap cao
9032,2025-01-01,Information Technology,QA Engineer,1,0,0.11281331612897186,11.28,Thap,2,It tham nien - Khoi luong cong viec thap
9033,2025-01-01,Finance,Internal Auditor,0,0,0.057425725142286124,5.74,Thap,0,Lau nam - thang tien cham
9034,2025-01-01,Human Resources,HR Executive,0,1,0.17897430686206034,17.9,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9036,2025-01-01,Information Technology,IT Support,0,1,0.19608289899810696,19.61,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9037,2025-01-01,Finance,Finance Manager,0,1,0.2561405534888698,25.61,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9040,2025-01-01,Finance,Financial Analyst,0,0,0.03478355469756148,3.48,Thap,2,It tham nien - Khoi luong cong viec thap
9043,2025-01-01,Marketing,Content Specialist,0,1,0.2151211982547654,21.51,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9045,2025-01-01,Finance,Financial Analyst,0,0,0.13608680638464996,13.61,Thap,2,It tham nien - Khoi luong cong viec thap
9047,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.16295111507750998,16.3,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9050,2025-01-01,Human Resources,HR Manager,1,1,0.16054448182461156,16.05,Trung binh,3,Cap bac cao - thu nhap cao
9053,2025-01-01,Finance,Finance Manager,0,0,0.09773895824034054,9.77,Thap,0,Lau nam - thang tien cham
9054,2025-01-01,Human Resources,C&B Specialist,0,1,0.23441117849014914,23.44,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9055,2025-01-01,Marketing,Content Specialist,1,1,0.3064076133078608,30.64,Cao,0,Lau nam - thang tien cham
9059,2025-01-01,Marketing,Marketing Manager,0,0,0.03652011300031248,3.65,Thap,2,It tham nien - Khoi luong cong viec thap
9060,2025-01-01,Operations,Procurement Specialist,0,1,0.29564869092755025,29.56,Trung binh,0,Lau nam - thang tien cham
9062,2025-01-01,Marketing,Marketing Manager,0,0,0.07475156880668572,7.48,Thap,2,It tham nien - Khoi luong cong viec thap
9065,2025-01-01,Information Technology,Data Analyst,0,0,0.13717328656260122,13.72,Thap,3,Cap bac cao - thu nhap cao
9072,2025-01-01,Information Technology,Software Engineer,0,0,0.0687389351688899,6.87,Thap,2,It tham nien - Khoi luong cong viec thap
9076,2025-01-01,Marketing,Content Specialist,0,0,0.128692871607691,12.87,Thap,2,It tham nien - Khoi luong cong viec thap
9077,2025-01-01,Operations,Procurement Specialist,0,0,0.10508559726829722,10.51,Thap,2,It tham nien - Khoi luong cong viec thap
9080,2025-01-01,Information Technology,System Administrator,0,1,0.22789847596546056,22.79,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9082,2025-01-01,Operations,Operations Manager,0,1,0.22407708341582838,22.41,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9084,2025-01-01,Operations,Procurement Specialist,1,1,0.3235973398979503,32.36,Cao,0,Lau nam - thang tien cham
9094,2025-01-01,Human Resources,C&B Specialist,0,1,0.1808704876208666,18.09,Trung binh,0,Lau nam - thang tien cham
9095,2025-01-01,Finance,Financial Analyst,1,0,0.07271659503787754,7.27,Thap,0,Lau nam - thang tien cham
9100,2025-01-01,Sales,Sales Executive,0,0,0.11537261337482681,11.54,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9103,2025-01-01,Information Technology,Software Engineer,0,1,0.17816511369191748,17.82,Trung binh,2,It tham nien - Khoi luong cong viec thap
9105,2025-01-01,Human Resources,HR Manager,0,0,0.10834713902898739,10.83,Thap,2,It tham nien - Khoi luong cong viec thap
9107,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.07349926722059025,7.35,Thap,0,Lau nam - thang tien cham
9111,2025-01-01,Information Technology,IT Support,0,0,0.14035111996206587,14.04,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9113,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.2339473232738227,23.39,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9114,2025-01-01,Information Technology,Software Engineer,0,0,0.14689071886912886,14.69,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9115,2025-01-01,Sales,Account Manager,0,0,0.059077159390970004,5.91,Thap,2,It tham nien - Khoi luong cong viec thap
9116,2025-01-01,Sales,Account Manager,0,1,0.18217804449146519,18.22,Trung binh,2,It tham nien - Khoi luong cong viec thap
9117,2025-01-01,Sales,Sales Supervisor,0,0,0.15207127919321023,15.21,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9128,2025-01-01,Operations,Warehouse Supervisor,0,1,0.2477582061323912,24.78,Trung binh,2,It tham nien - Khoi luong cong viec thap
9132,2025-01-01,Finance,Accountant,0,1,0.16753714027974834,16.75,Trung binh,3,Cap bac cao - thu nhap cao
9133,2025-01-01,Finance,Finance Manager,1,0,0.09291775426303263,9.29,Thap,2,It tham nien - Khoi luong cong viec thap
9134,2025-01-01,Sales,Sales Executive,0,0,0.12047679710672131,12.05,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9135,2025-01-01,Operations,Procurement Specialist,0,0,0.1108738317277772,11.09,Thap,0,Lau nam - thang tien cham
9139,2025-01-01,Information Technology,Software Engineer,0,0,0.10005972531398083,10.01,Thap,2,It tham nien - Khoi luong cong viec thap
9143,2025-01-01,Sales,Account Manager,0,0,0.1315986202518271,13.16,Thap,0,Lau nam - thang tien cham
9144,2025-01-01,Sales,Sales Supervisor,1,1,0.20225421340490848,20.23,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9146,2025-01-01,Finance,Accountant,0,0,0.10902086584277637,10.9,Thap,2,It tham nien - Khoi luong cong viec thap
9148,2025-01-01,Operations,Operations Manager,0,0,0.1575497247588675,15.75,Thap,2,It tham nien - Khoi luong cong viec thap
9149,2025-01-01,Operations,Operations Executive,0,1,0.19933545963549068,19.93,Trung binh,0,Lau nam - thang tien cham
9150,2025-01-01,Finance,Internal Auditor,0,1,0.17315594782328153,17.32,Trung binh,3,Cap bac cao - thu nhap cao
9152,2025-01-01,Information Technology,Data Analyst,0,0,0.15021693840017994,15.02,Thap,2,It tham nien - Khoi luong cong viec thap
9153,2025-01-01,Finance,Accountant,0,1,0.17246465120581256,17.25,Trung binh,0,Lau nam - thang tien cham
9155,2025-01-01,Finance,Accountant,0,0,0.05531844380046914,5.53,Thap,2,It tham nien - Khoi luong cong viec thap
9156,2025-01-01,Operations,Operations Manager,0,0,0.1265129661230292,12.65,Thap,0,Lau nam - thang tien cham
9158,2025-01-01,Sales,Sales Supervisor,0,0,0.05623116999916731,5.62,Thap,2,It tham nien - Khoi luong cong viec thap
9165,2025-01-01,Information Technology,Software Engineer,0,0,0.08377894932726622,8.38,Thap,2,It tham nien - Khoi luong cong viec thap
9170,2025-01-01,Information Technology,Data Analyst,0,1,0.18668537363491314,18.67,Trung binh,2,It tham nien - Khoi luong cong viec thap
9171,2025-01-01,Information Technology,System Administrator,0,0,0.01733603684682211,1.73,Thap,2,It tham nien - Khoi luong cong viec thap
9172,2025-01-01,Operations,Operations Executive,0,0,0.13663050417265554,13.66,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9173,2025-01-01,Human Resources,HR Manager,0,0,0.019400615277167604,1.94,Thap,2,It tham nien - Khoi luong cong viec thap
9174,2025-01-01,Marketing,Content Specialist,0,0,0.13644897703061448,13.64,Thap,3,Cap bac cao - thu nhap cao
9176,2025-01-01,Operations,Procurement Specialist,0,0,0.15280927834078153,15.28,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9177,2025-01-01,Operations,Operations Executive,0,1,0.27165004699411893,27.17,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9179,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.1032014290646274,10.32,Thap,2,It tham nien - Khoi luong cong viec thap
9180,2025-01-01,Human Resources,Recruiter,0,0,0.03775353739734975,3.78,Thap,2,It tham nien - Khoi luong cong viec thap
9184,2025-01-01,Information Technology,IT Support,0,0,0.06918325353245494,6.92,Thap,0,Lau nam - thang tien cham
9185,2025-01-01,Information Technology,System Administrator,0,0,0.13144489089587294,13.14,Thap,0,Lau nam - thang tien cham
9191,2025-01-01,Finance,Internal Auditor,0,0,0.13672161618861864,13.67,Thap,2,It tham nien - Khoi luong cong viec thap
9193,2025-01-01,Marketing,Marketing Executive,0,0,0.10569917451947419,10.57,Thap,0,Lau nam - thang tien cham
9194,2025-01-01,Information Technology,System Administrator,1,1,0.28425320100123164,28.43,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9201,2025-01-01,Sales,Sales Supervisor,0,1,0.1956935600146849,19.57,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9205,2025-01-01,Human Resources,C&B Specialist,1,0,0.08914725651557354,8.91,Thap,2,It tham nien - Khoi luong cong viec thap
9206,2025-01-01,Information Technology,QA Engineer,0,0,0.09233562903516696,9.23,Thap,2,It tham nien - Khoi luong cong viec thap
9208,2025-01-01,Human Resources,HR Executive,0,0,0.02183423350770235,2.18,Thap,3,Cap bac cao - thu nhap cao
9209,2025-01-01,Finance,Financial Analyst,0,0,0.1038050339750248,10.38,Thap,3,Cap bac cao - thu nhap cao
9210,2025-01-01,Marketing,Marketing Executive,0,0,0.053520164160362114,5.35,Thap,2,It tham nien - Khoi luong cong viec thap
9215,2025-01-01,Sales,Sales Representative,0,0,0.036101477707439364,3.61,Thap,2,It tham nien - Khoi luong cong viec thap
9217,2025-01-01,Marketing,Marketing Manager,0,0,0.07363939416097644,7.36,Thap,0,Lau nam - thang tien cham
9218,2025-01-01,Finance,Financial Analyst,0,0,0.1331741228958313,13.32,Thap,3,Cap bac cao - thu nhap cao
9219,2025-01-01,Information Technology,Data Analyst,0,1,0.16279710272702333,16.28,Trung binh,0,Lau nam - thang tien cham
9221,2025-01-01,Information Technology,Data Analyst,0,0,0.01834920885184664,1.83,Thap,3,Cap bac cao - thu nhap cao
9223,2025-01-01,Human Resources,HR Manager,0,1,0.267103271236242,26.71,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9227,2025-01-01,Sales,Sales Supervisor,0,0,0.0733392391354213,7.33,Thap,2,It tham nien - Khoi luong cong viec thap
9228,2025-01-01,Operations,Warehouse Supervisor,0,0,0.13060565698100232,13.06,Thap,3,Cap bac cao - thu nhap cao
9229,2025-01-01,Finance,Finance Manager,0,0,0.10329850704016166,10.33,Thap,2,It tham nien - Khoi luong cong viec thap
9231,2025-01-01,Human Resources,C&B Specialist,0,1,0.2019986991112159,20.2,Trung binh,0,Lau nam - thang tien cham
9233,2025-01-01,Sales,Sales Executive,0,0,0.11170900050264918,11.17,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9234,2025-01-01,Marketing,Marketing Manager,0,0,0.05532172335777471,5.53,Thap,2,It tham nien - Khoi luong cong viec thap
9236,2025-01-01,Operations,Warehouse Supervisor,0,1,0.20906318787680517,20.91,Trung binh,0,Lau nam - thang tien cham
9237,2025-01-01,Sales,Sales Representative,0,0,0.09062231241445605,9.06,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9239,2025-01-01,Human Resources,C&B Specialist,0,1,0.18718616979723907,18.72,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9240,2025-01-01,Sales,Sales Supervisor,0,1,0.31997842701742785,32.0,Cao,1,Khoi luong cong viec cao - uu tien giu chan
9241,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.24863892808547708,24.86,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9244,2025-01-01,Finance,Finance Manager,0,0,0.11505972059958564,11.51,Thap,3,Cap bac cao - thu nhap cao
9249,2025-01-01,Marketing,Content Specialist,0,0,0.14592933658678997,14.59,Thap,2,It tham nien - Khoi luong cong viec thap
9250,2025-01-01,Finance,Financial Analyst,0,0,0.1327311323426568,13.27,Thap,3,Cap bac cao - thu nhap cao
9254,2025-01-01,Operations,Operations Manager,0,1,0.19462600333829813,19.46,Trung binh,2,It tham nien - Khoi luong cong viec thap
9255,2025-01-01,Operations,Warehouse Supervisor,0,1,0.18941917008926779,18.94,Trung binh,3,Cap bac cao - thu nhap cao
9257,2025-01-01,Operations,Procurement Specialist,0,0,0.15957985630749938,15.96,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9259,2025-01-01,Operations,Operations Executive,0,1,0.24344359492553053,24.34,Trung binh,2,It tham nien - Khoi luong cong viec thap
9260,2025-01-01,Operations,Operations Executive,0,0,0.13284977364799386,13.28,Thap,2,It tham nien - Khoi luong cong viec thap
9266,2025-01-01,Sales,Sales Supervisor,1,1,0.20984303796664563,20.98,Trung binh,3,Cap bac cao - thu nhap cao
9267,2025-01-01,Marketing,Content Specialist,0,1,0.2285731969783342,22.86,Trung binh,2,It tham nien - Khoi luong cong viec thap
9269,2025-01-01,Human Resources,Recruiter,1,1,0.2304550860800166,23.05,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9273,2025-01-01,Human Resources,Recruiter,1,1,0.1839625854930525,18.4,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9277,2025-01-01,Finance,Internal Auditor,0,1,0.19606626430361584,19.61,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9281,2025-01-01,Marketing,Marketing Executive,0,0,0.09739527517072111,9.74,Thap,3,Cap bac cao - thu nhap cao
9283,2025-01-01,Sales,Account Manager,0,0,0.08928305158514774,8.93,Thap,3,Cap bac cao - thu nhap cao
9285,2025-01-01,Marketing,Marketing Executive,0,0,0.03256774107489203,3.26,Thap,2,It tham nien - Khoi luong cong viec thap
9290,2025-01-01,Human Resources,HR Manager,0,1,0.18404419811248784,18.4,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9291,2025-01-01,Marketing,Marketing Manager,1,0,0.1538400769181948,15.38,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9292,2025-01-01,Sales,Account Manager,0,0,0.134051669220156,13.41,Thap,3,Cap bac cao - thu nhap cao
9293,2025-01-01,Human Resources,HR Executive,0,0,0.05734037532352692,5.73,Thap,0,Lau nam - thang tien cham
9302,2025-01-01,Sales,Sales Executive,1,0,0.1527052154500595,15.27,Thap,3,Cap bac cao - thu nhap cao
9303,2025-01-01,Information Technology,IT Support,0,0,0.0892638225202929,8.93,Thap,2,It tham nien - Khoi luong cong viec thap
9307,2025-01-01,Finance,Finance Manager,0,1,0.20700167346393555,20.7,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9311,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.15864160276831488,15.86,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9315,2025-01-01,Marketing,Content Specialist,0,0,0.1128546911129254,11.29,Thap,0,Lau nam - thang tien cham
9316,2025-01-01,Operations,Procurement Specialist,0,0,0.14488570176510504,14.49,Thap,0,Lau nam - thang tien cham
9322,2025-01-01,Operations,Procurement Specialist,0,0,0.08900231693424668,8.9,Thap,2,It tham nien - Khoi luong cong viec thap
9323,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.17651175634072114,17.65,Trung binh,2,It tham nien - Khoi luong cong viec thap
9324,2025-01-01,Information Technology,System Administrator,0,0,0.11692927332048945,11.69,Thap,2,It tham nien - Khoi luong cong viec thap
9325,2025-01-01,Marketing,Marketing Executive,0,0,0.05483070080613581,5.48,Thap,3,Cap bac cao - thu nhap cao
9326,2025-01-01,Human Resources,Recruiter,0,0,0.10124233967691972,10.12,Thap,2,It tham nien - Khoi luong cong viec thap
9327,2025-01-01,Operations,Procurement Specialist,0,1,0.20801670094241406,20.8,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9328,2025-01-01,Sales,Sales Supervisor,1,0,0.0888851662466341,8.89,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9329,2025-01-01,Operations,Procurement Specialist,1,1,0.1693162778859283,16.93,Trung binh,0,Lau nam - thang tien cham
9331,2025-01-01,Information Technology,IT Support,0,0,0.0770827554575936,7.71,Thap,2,It tham nien - Khoi luong cong viec thap
9333,2025-01-01,Information Technology,QA Engineer,0,0,0.08651771091005968,8.65,Thap,0,Lau nam - thang tien cham
9338,2025-01-01,Operations,Procurement Specialist,0,1,0.21660581253132055,21.66,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9340,2025-01-01,Human Resources,HR Manager,0,0,0.07536282130615529,7.54,Thap,2,It tham nien - Khoi luong cong viec thap
9341,2025-01-01,Operations,Operations Executive,0,0,0.11417644539318406,11.42,Thap,0,Lau nam - thang tien cham
9342,2025-01-01,Information Technology,Software Engineer,0,0,0.05259979994017159,5.26,Thap,2,It tham nien - Khoi luong cong viec thap
9346,2025-01-01,Marketing,Marketing Executive,0,0,0.036047071795758556,3.6,Thap,3,Cap bac cao - thu nhap cao
9347,2025-01-01,Finance,Accountant,0,1,0.19007676671305665,19.01,Trung binh,2,It tham nien - Khoi luong cong viec thap
9350,2025-01-01,Finance,Internal Auditor,0,0,0.07025803163093909,7.03,Thap,1,Khoi luong cong viec cao - uu tien giu chan
9352,2025-01-01,Sales,Sales Executive,1,1,0.20127477276478298,20.13,Trung binh,0,Lau nam - thang tien cham
9355,2025-01-01,Sales,Account Manager,0,0,0.10275434301714123,10.28,Thap,2,It tham nien - Khoi luong cong viec thap
9356,2025-01-01,Information Technology,Data Analyst,0,0,0.052448634668652176,5.24,Thap,2,It tham nien - Khoi luong cong viec thap
9357,2025-01-01,Information Technology,Software Engineer,0,0,0.07506781487135407,7.51,Thap,2,It tham nien - Khoi luong cong viec thap
9359,2025-01-01,Marketing,Marketing Executive,0,0,0.1459597438234957,14.6,Thap,2,It tham nien - Khoi luong cong viec thap
9360,2025-01-01,Operations,Operations Executive,0,1,0.1824404739446884,18.24,Trung binh,0,Lau nam - thang tien cham
9361,2025-01-01,Operations,Warehouse Supervisor,0,0,0.08268867621206952,8.27,Thap,0,Lau nam - thang tien cham
9363,2025-01-01,Information Technology,Software Engineer,0,1,0.27731404521232367,27.73,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
9364,2025-01-01,Finance,Financial Analyst,0,0,0.12322747254487323,12.32,Thap,2,It tham nien - Khoi luong cong viec thap
9366,2025-01-01,Human Resources,HR Manager,1,1,0.18313143026251652,18.31,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
